entity_1,relation,entity_2
基于动力学响应的轨道列车运行间距实时自动获取方法,has_keyword,值芳香基橡胶增塑剂及其制备方法
基于动力学响应的轨道列车运行间距实时自动获取方法,has_keyword,海上油气田高含co
中国神华能源股份有限公司,applied_for,基于动力学响应的轨道列车运行间距实时自动获取方法
中国神华能源股份有限公司,applied_for,一种特定径路生成方法、系统、设备及计算机存储介质
中国神华能源股份有限公司,applied_for,能源供应链实时调度智能决策业务仿真系统及方法
中国神华能源股份有限公司,applied_for,基于时空网络的煤炭铁路运输重车调度优化方法及装置
中国神华能源股份有限公司,applied_for,能源供应链仿真推演方法、装置及电子设备
中国神华能源股份有限公司,applied_for,供应链视角下煤炭调运路线优化方法及系统
中国神华能源股份有限公司,applied_for,一体化煤炭供应链调度方案生成方法及系统
中国神华能源股份有限公司,applied_for,针对封航预警的船舶调度方法、装置及电子设备
中国神华能源股份有限公司,applied_for,基于双因素的生产作业风险综合定量评估方法与系统
中国神华能源股份有限公司,applied_for,一种重载铁路装车端空车调配方法、装置、设备及介质
中国神华能源股份有限公司,applied_for,铁路机车工作计划编制方法、系统、设备及可读存储介质
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,基于动力学响应的轨道列车运行间距实时自动获取方法
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,一种特定径路生成方法、系统、设备及计算机存储介质
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,能源供应链实时调度智能决策业务仿真系统及方法
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,基于时空网络的煤炭铁路运输重车调度优化方法及装置
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,能源供应链仿真推演方法、装置及电子设备
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,供应链视角下煤炭调运路线优化方法及系统
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,一体化煤炭供应链调度方案生成方法及系统
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,针对封航预警的船舶调度方法、装置及电子设备
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,基于双因素的生产作业风险综合定量评估方法与系统
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,一种重载铁路装车端空车调配方法、装置、设备及介质
CAICT_COM_100006_FEC5907B289C8F73CCBBE77B01FF7791,has_patent,铁路机车工作计划编制方法、系统、设备及可读存储介质
朱胜阳,invented,基于动力学响应的轨道列车运行间距实时自动获取方法
王文斌,invented,基于动力学响应的轨道列车运行间距实时自动获取方法
王文斌,invented,一种重载铁路装车端空车调配方法、装置、设备及介质
张庆铼,invented,基于动力学响应的轨道列车运行间距实时自动获取方法
王兴中,invented,基于动力学响应的轨道列车运行间距实时自动获取方法
翟婉明,invented,基于动力学响应的轨道列车运行间距实时自动获取方法
何庆烈,invented,基于动力学响应的轨道列车运行间距实时自动获取方法
陈再刚,invented,基于动力学响应的轨道列车运行间距实时自动获取方法
王相平,invented,基于动力学响应的轨道列车运行间距实时自动获取方法
周子伟,invented,基于动力学响应的轨道列车运行间距实时自动获取方法
一种适用于巷道防冲液压支架的吸能式顶梁,has_keyword,sub
一种适用于巷道防冲液压支架的吸能式顶梁,has_keyword,装置
一种适用于巷道防冲液压支架的吸能式顶梁,has_keyword,设备及介质
一种适用于巷道防冲液压支架的吸能式顶梁,has_keyword,一种海上高含co
一种适用于巷道防冲液压支架的吸能式顶梁,has_keyword,天然气回注系统
一种适用于巷道防冲液压支架的吸能式顶梁,has_keyword,一种用于海底co
一种适用于巷道防冲液压支架的吸能式顶梁,has_keyword,固化封存的水合物快速生成装置
一种适用于巷道防冲液压支架的吸能式顶梁,has_keyword,一种高黏度高c
一种适用于巷道防冲液压支架的吸能式顶梁,has_keyword,值芳香基橡胶增塑剂及其制备方法
一种适用于巷道防冲液压支架的吸能式顶梁,has_keyword,海上油气田高含co
中国中煤能源股份有限公司,applied_for,一种适用于巷道防冲液压支架的吸能式顶梁
中国中煤能源股份有限公司,applied_for,一种智能行进的钻孔窥视设备及其使用方法
中国中煤能源股份有限公司,applied_for,锚索动态力学性能测试方法及其测试系统
中国中煤能源股份有限公司,applied_for,一种吸能防冲防倒巷道液压支架
中国中煤能源股份有限公司,applied_for,一种缓冲吸能型的液压支架底座
中国中煤能源股份有限公司,applied_for,一种张脚式巷道防冲液压支架及其防冲方法
中国中煤能源股份有限公司,applied_for,一种导向梁运移式巷道防冲液压支架及其使用方法
中国中煤能源股份有限公司,applied_for,一种巷道液压支架的圆形运移轨道装置
中国中煤能源股份有限公司,applied_for,一种冲击地压巷道液压支架的防冲效能评价方法
中国中煤能源股份有限公司,applied_for,一种水力压裂防止注水杆串杆装置
CAICT_COM_100006_F81E703D6AC6AD96B690778D6EE62FAB,has_patent,一种适用于巷道防冲液压支架的吸能式顶梁
CAICT_COM_100006_F81E703D6AC6AD96B690778D6EE62FAB,has_patent,一种智能行进的钻孔窥视设备及其使用方法
CAICT_COM_100006_F81E703D6AC6AD96B690778D6EE62FAB,has_patent,锚索动态力学性能测试方法及其测试系统
CAICT_COM_100006_F81E703D6AC6AD96B690778D6EE62FAB,has_patent,一种吸能防冲防倒巷道液压支架
CAICT_COM_100006_F81E703D6AC6AD96B690778D6EE62FAB,has_patent,一种缓冲吸能型的液压支架底座
CAICT_COM_100006_F81E703D6AC6AD96B690778D6EE62FAB,has_patent,一种张脚式巷道防冲液压支架及其防冲方法
CAICT_COM_100006_F81E703D6AC6AD96B690778D6EE62FAB,has_patent,一种导向梁运移式巷道防冲液压支架及其使用方法
CAICT_COM_100006_F81E703D6AC6AD96B690778D6EE62FAB,has_patent,一种巷道液压支架的圆形运移轨道装置
CAICT_COM_100006_F81E703D6AC6AD96B690778D6EE62FAB,has_patent,一种冲击地压巷道液压支架的防冲效能评价方法
CAICT_COM_100006_F81E703D6AC6AD96B690778D6EE62FAB,has_patent,一种水力压裂防止注水杆串杆装置
张建卓,invented,一种适用于巷道防冲液压支架的吸能式顶梁
张建卓,invented,一种吸能防冲防倒巷道液压支架
张建卓,invented,一种缓冲吸能型的液压支架底座
张建卓,invented,一种张脚式巷道防冲液压支架及其防冲方法
张建卓,invented,一种导向梁运移式巷道防冲液压支架及其使用方法
张建卓,invented,一种巷道液压支架的圆形运移轨道装置
张万久,invented,一种适用于巷道防冲液压支架的吸能式顶梁
张万久,invented,一种吸能防冲防倒巷道液压支架
王书文,invented,一种适用于巷道防冲液压支架的吸能式顶梁
王书文,invented,一种智能行进的钻孔窥视设备及其使用方法
王书文,invented,锚索动态力学性能测试方法及其测试系统
王书文,invented,一种吸能防冲防倒巷道液压支架
王书文,invented,一种缓冲吸能型的液压支架底座
王书文,invented,一种张脚式巷道防冲液压支架及其防冲方法
王书文,invented,一种导向梁运移式巷道防冲液压支架及其使用方法
王书文,invented,一种巷道液压支架的圆形运移轨道装置
王书文,invented,一种放顶煤工作面端头煤岩悬顶的安全环保处理方法
王书文,invented,一种冲击地压巷道液压支架的防冲效能评价方法
王书文,invented,用于冲击地压矿井的机械扩孔钻头
潘一山,invented,一种适用于巷道防冲液压支架的吸能式顶梁
潘一山,invented,一种吸能防冲防倒巷道液压支架
潘一山,invented,一种张脚式巷道防冲液压支架及其防冲方法
潘一山,invented,一种导向梁运移式巷道防冲液压支架及其使用方法
潘一山,invented,一种冲击地压巷道液压支架的防冲效能评价方法
陆伦,invented,一种适用于巷道防冲液压支架的吸能式顶梁
陆伦,invented,一种张脚式巷道防冲液压支架及其防冲方法
肖永惠,invented,一种适用于巷道防冲液压支架的吸能式顶梁
肖永惠,invented,一种智能行进的钻孔窥视设备及其使用方法
肖永惠,invented,一种吸能防冲防倒巷道液压支架
肖永惠,invented,一种缓冲吸能型的液压支架底座
肖永惠,invented,一种张脚式巷道防冲液压支架及其防冲方法
肖永惠,invented,一种导向梁运移式巷道防冲液压支架及其使用方法
肖永惠,invented,一种巷道液压支架的圆形运移轨道装置
肖永惠,invented,一种冲击地压巷道液压支架的防冲效能评价方法
郭昊,invented,一种适用于巷道防冲液压支架的吸能式顶梁
郭昊,invented,一种吸能防冲防倒巷道液压支架
郭昊,invented,一种缓冲吸能型的液压支架底座
郭昊,invented,一种张脚式巷道防冲液压支架及其防冲方法
郭昊,invented,一种导向梁运移式巷道防冲液压支架及其使用方法
郭昊,invented,一种巷道液压支架的圆形运移轨道装置
一种智能化煤矿办公网络安全管理方法及系统,has_keyword,装置
一种智能化煤矿办公网络安全管理方法及系统,has_keyword,电子设备及存储介质
一种智能化煤矿办公网络安全管理方法及系统,has_keyword,原料油直接制化学品的方法
一种智能化煤矿办公网络安全管理方法及系统,has_keyword,方法
一种智能化煤矿办公网络安全管理方法及系统,has_keyword,煤矿安全风险管控的平台
一种智能化煤矿办公网络安全管理方法及系统,has_keyword,岩性圈闭边界的确定方法
一种智能化煤矿办公网络安全管理方法及系统,has_keyword,差异化网络性能保障的方法
一种智能化煤矿办公网络安全管理方法及系统,has_keyword,存储介质及处理器
一种智能化煤矿办公网络安全管理方法及系统,has_keyword,设备和介质
一种智能化煤矿办公网络安全管理方法及系统,has_keyword,油藏流度非线性变化的产能确定方法
李慧,invented,一种智能化煤矿办公网络安全管理方法及系统
王刚,invented,一种智能化煤矿办公网络安全管理方法及系统
焦渭战,invented,一种智能化煤矿办公网络安全管理方法及系统
伏明,invented,一种智能化煤矿办公网络安全管理方法及系统
张倍宁,invented,一种智能化煤矿办公网络安全管理方法及系统
张倍宁,invented,一种液压支架减重方法
张倍宁,invented,一种超前液压支架
孙晓虎,invented,一种智能化煤矿办公网络安全管理方法及系统
金建成,invented,一种智能化煤矿办公网络安全管理方法及系统
赵凯,invented,一种智能化煤矿办公网络安全管理方法及系统
刘维,invented,一种智能化煤矿办公网络安全管理方法及系统
一种特定径路生成方法、系统、设备及计算机存储介质,has_keyword,装置及电子设备
一种特定径路生成方法、系统、设备及计算机存储介质,has_keyword,系统
一种特定径路生成方法、系统、设备及计算机存储介质,has_keyword,设备及计算机存储介质
一种特定径路生成方法、系统、设备及计算机存储介质,has_keyword,一种特定径路生成方法
一种特定径路生成方法、系统、设备及计算机存储介质,has_keyword,铁路机车工作计划编制方法
一种特定径路生成方法、系统、设备及计算机存储介质,has_keyword,设备及可读存储介质
一种特定径路生成方法、系统、设备及计算机存储介质,has_keyword,海域天然气水合物分布形态诊断方法
一种特定径路生成方法、系统、设备及计算机存储介质,has_keyword,针对封航预警的船舶调度方法
一种特定径路生成方法、系统、设备及计算机存储介质,has_keyword,法兰螺柱螺母的建模方法
一种特定径路生成方法、系统、设备及计算机存储介质,has_keyword,能源供应链仿真推演方法
王源,invented,一种特定径路生成方法、系统、设备及计算机存储介质
王源,invented,一种油管悬挂器测试方法
周瑾,invented,一种特定径路生成方法、系统、设备及计算机存储介质
杨育龙,invented,一种特定径路生成方法、系统、设备及计算机存储介质
刘力,invented,一种特定径路生成方法、系统、设备及计算机存储介质
一种智能行进的钻孔窥视设备及其使用方法,has_keyword,sub
一种智能行进的钻孔窥视设备及其使用方法,has_keyword,装置
一种智能行进的钻孔窥视设备及其使用方法,has_keyword,设备及介质
一种智能行进的钻孔窥视设备及其使用方法,has_keyword,一种海上高含co
一种智能行进的钻孔窥视设备及其使用方法,has_keyword,天然气回注系统
一种智能行进的钻孔窥视设备及其使用方法,has_keyword,一种用于海底co
一种智能行进的钻孔窥视设备及其使用方法,has_keyword,固化封存的水合物快速生成装置
一种智能行进的钻孔窥视设备及其使用方法,has_keyword,一种高黏度高c
一种智能行进的钻孔窥视设备及其使用方法,has_keyword,值芳香基橡胶增塑剂及其制备方法
一种智能行进的钻孔窥视设备及其使用方法,has_keyword,海上油气田高含co
李家俊,invented,一种智能行进的钻孔窥视设备及其使用方法
管曾伦,invented,一种智能行进的钻孔窥视设备及其使用方法
张寅,invented,一种智能行进的钻孔窥视设备及其使用方法
张寅,invented,用于冲击地压矿井的机械扩孔钻头
高学鹏,invented,一种智能行进的钻孔窥视设备及其使用方法
赵乾,invented,一种智能行进的钻孔窥视设备及其使用方法
赵乾,invented,一种吸能防冲防倒巷道液压支架
赵乾,invented,一种缓冲吸能型的液压支架底座
韩宗会,invented,一种智能行进的钻孔窥视设备及其使用方法
锚索动态力学性能测试方法及其测试系统,has_keyword,装置
锚索动态力学性能测试方法及其测试系统,has_keyword,电子设备及存储介质
锚索动态力学性能测试方法及其测试系统,has_keyword,原料油直接制化学品的方法
锚索动态力学性能测试方法及其测试系统,has_keyword,方法
锚索动态力学性能测试方法及其测试系统,has_keyword,煤矿安全风险管控的平台
锚索动态力学性能测试方法及其测试系统,has_keyword,岩性圈闭边界的确定方法
锚索动态力学性能测试方法及其测试系统,has_keyword,差异化网络性能保障的方法
锚索动态力学性能测试方法及其测试系统,has_keyword,存储介质及处理器
锚索动态力学性能测试方法及其测试系统,has_keyword,设备和介质
锚索动态力学性能测试方法及其测试系统,has_keyword,油藏流度非线性变化的产能确定方法
付玉凯,invented,锚索动态力学性能测试方法及其测试系统
吴拥政,invented,锚索动态力学性能测试方法及其测试系统
周鹏赫,invented,锚索动态力学性能测试方法及其测试系统
孙卓越,invented,锚索动态力学性能测试方法及其测试系统
山世昌,invented,锚索动态力学性能测试方法及其测试系统
煤矿安全风险管控的平台、方法、电子设备及存储介质,has_keyword,装置
煤矿安全风险管控的平台、方法、电子设备及存储介质,has_keyword,电子设备及存储介质
煤矿安全风险管控的平台、方法、电子设备及存储介质,has_keyword,原料油直接制化学品的方法
煤矿安全风险管控的平台、方法、电子设备及存储介质,has_keyword,方法
煤矿安全风险管控的平台、方法、电子设备及存储介质,has_keyword,煤矿安全风险管控的平台
煤矿安全风险管控的平台、方法、电子设备及存储介质,has_keyword,岩性圈闭边界的确定方法
煤矿安全风险管控的平台、方法、电子设备及存储介质,has_keyword,差异化网络性能保障的方法
煤矿安全风险管控的平台、方法、电子设备及存储介质,has_keyword,存储介质及处理器
煤矿安全风险管控的平台、方法、电子设备及存储介质,has_keyword,设备和介质
煤矿安全风险管控的平台、方法、电子设备及存储介质,has_keyword,油藏流度非线性变化的产能确定方法
乔冲,invented,煤矿安全风险管控的平台、方法、电子设备及存储介质
乔冲,invented,一种基于声音识别的煤矿井下探水钻孔监测方法与系统
王敏,invented,煤矿安全风险管控的平台、方法、电子设备及存储介质
李园园,invented,煤矿安全风险管控的平台、方法、电子设备及存储介质
周杰,invented,煤矿安全风险管控的平台、方法、电子设备及存储介质
刘志,invented,煤矿安全风险管控的平台、方法、电子设备及存储介质
能源供应链实时调度智能决策业务仿真系统及方法,has_keyword,装置及电子设备
能源供应链实时调度智能决策业务仿真系统及方法,has_keyword,系统
能源供应链实时调度智能决策业务仿真系统及方法,has_keyword,设备及计算机存储介质
能源供应链实时调度智能决策业务仿真系统及方法,has_keyword,一种特定径路生成方法
能源供应链实时调度智能决策业务仿真系统及方法,has_keyword,铁路机车工作计划编制方法
能源供应链实时调度智能决策业务仿真系统及方法,has_keyword,设备及可读存储介质
能源供应链实时调度智能决策业务仿真系统及方法,has_keyword,海域天然气水合物分布形态诊断方法
能源供应链实时调度智能决策业务仿真系统及方法,has_keyword,针对封航预警的船舶调度方法
能源供应链实时调度智能决策业务仿真系统及方法,has_keyword,法兰螺柱螺母的建模方法
能源供应链实时调度智能决策业务仿真系统及方法,has_keyword,能源供应链仿真推演方法
