entity_1,relation,entity_2
王燕,invented,车辆的剩余里程的确定方法、装置、存储介质及电子设备
刘建康,invented,一种续驶里程分析及提示方法、装置及车辆
刘建康,invented,车辆的剩余里程的确定方法、装置、存储介质及电子设备
刘建康,invented,电池SOC信号处理方法、装置、车辆、计算机可读存储介质及计算机程序产品
闫书畅,invented,一种续驶里程分析及提示方法、装置及车辆
蔡键瀚,invented,调节装置、尾翼装置和车辆
蔡键瀚,invented,尾翼底座排水连接结构
蔡键瀚,invented,一种连杆式尾翼及其汽车
蔡键瀚,invented,车辆尾翼及车辆
寇英达,invented,一种非金属材料中铅元素检测剂及其制备方法和检测方法
王慧娟,invented,一种非金属材料中铅元素检测剂及其制备方法和检测方法
温家德,invented,一种非金属材料中铅元素检测剂及其制备方法和检测方法
孙凯,invented,一种非金属材料中铅元素检测剂及其制备方法和检测方法
刘兴宝,invented,一种非金属材料中铅元素检测剂及其制备方法和检测方法
陈建就,invented,汽车尾门撑杆系统
陈建就,invented,一种轴向阻尼器及电动尾门机械撑杆
陈建就,invented,汽车尾门的驱动系统及其汽车
陈建就,invented,一种中控屏调节机构
陈建就,invented,一种电动撑杆和汽车
陈建就,invented,一种汽车电动尾翼结构
陈建就,invented,一种摩擦阻尼器及电动尾门机械撑杆
陈建就,invented,车门连接机构及汽车
陈建就,invented,固定头和车门撑杆
陈建就,invented,阻尼器及汽车尾门撑杆
张伟大,invented,汽车尾门撑杆系统
张伟大,invented,阻尼器、电动尾门撑杆及车辆
张伟大,invented,一种阻尼器和电动尾门撑杆
张伟大,invented,车门连接机构及汽车
高天一,invented,电池单元、电池包及车辆
姜涛,invented,电池单元、电池包及车辆
翟喜民,invented,电池单元、电池包及车辆
张笑鸣,invented,电池单元、电池包及车辆
杨晶博,invented,电池单元、电池包及车辆
杨晶博,invented,一种动力电池功率切换的仿真方法
杨晶博,invented,一种基于模拟端的电池SOH管理系统、电池总成及车辆
杨贺捷,invented,电池单元、电池包及车辆
罗国胜,invented,阻尼器、电动尾门撑杆及车辆
罗国胜,invented,一种阻尼器和电动尾门撑杆
杨琳,invented,阻尼器、电动尾门撑杆及车辆
杨琳,invented,汽车尾门的驱动系统及其汽车
杨琳,invented,一种电动撑杆和汽车
杨琳,invented,一种阻尼器和电动尾门撑杆
何小梅,invented,阻尼器、电动尾门撑杆及车辆
潘忠亮,invented,电机控制方法、装置及车辆
潘忠亮,invented,永磁同步电机的电流谐波控制方法、装置和处理器
暴杰,invented,电机控制方法、装置及车辆
侯克晗,invented,电机控制方法、装置及车辆
侯克晗,invented,电机控制系统的控制方法、装置、存储介质和车辆
冉再庆,invented,电机控制方法、装置及车辆
董力嘉,invented,电机控制方法、装置及车辆
董力嘉,invented,永磁同步电机的电流谐波控制方法、装置和处理器
陆志锋,invented,一种汽车后防护杠及汽车
陆志锋,invented,汽车侧踏杠和汽车
陆志锋,invented,汽车侧踏板及其汽车
陆志锋,invented,汽车置物架及汽车
陆志锋,invented,一种锁止装置和汽车
徐汝强,invented,一种汽车后防护杠及汽车
徐汝强,invented,灯光预警方法、预警灯组件、汽车及存储介质
徐汝强,invented,一种车辆及保护杠组件
徐汝强,invented,汽车侧踏杠和汽车
徐汝强,invented,汽车侧踏板及其汽车
徐汝强,invented,汽车置物架及汽车
徐汝强,invented,一种锁止装置和汽车
杨杰,invented,一种汽车后防护杠及汽车
杨杰,invented,连接组件及车体组件
杨杰,invented,汽车侧踏杠和汽车
杨杰,invented,一种半自动踏板
杨杰,invented,"一种连杆结构、踏板装置,以及汽车"
杨杰,invented,汽车侧踏板及其汽车
杨杰,invented,汽车置物架及汽车
杨杰,invented,一种摇杆踏板装置及汽车
杨杰,invented,一种锁止装置和汽车
杨杰,invented,车辆零件的展示方法和车辆
卢军,invented,一种电池总成及具有其的电动车辆
卢军,invented,一种基于模拟端的电池SOH管理系统、电池总成及车辆
卢军,invented,一种基于元宇宙的电池SOC管理系统、方法及动力电池
于长虹,invented,一种电池总成及具有其的电动车辆
于长虹,invented,一种基于模拟端的电池SOH管理系统、电池总成及车辆
于长虹,invented,混合动力汽车串并联驱动模式切换的控制方法及控制装置
于长虹,invented,一种基于元宇宙的电池SOC管理系统、方法及动力电池
李黎黎,invented,一种电池总成及具有其的电动车辆
李黎黎,invented,一种基于模拟端的电池SOH管理系统、电池总成及车辆
李黎黎,invented,一种基于元宇宙的电池SOC管理系统、方法及动力电池
南海,invented,一种电池总成及具有其的电动车辆
南海,invented,一种基于模拟端的电池SOH管理系统、电池总成及车辆
南海,invented,一种基于元宇宙的电池SOC管理系统、方法及动力电池
于鹏,invented,一种电池总成及具有其的电动车辆
陈蓓娜,invented,一种电池总成及具有其的电动车辆
陈蓓娜,invented,一种基于模拟端的电池SOH管理系统、电池总成及车辆
陈蓓娜,invented,一种基于元宇宙的电池SOC管理系统、方法及动力电池
岳振东,invented,一种电池总成及具有其的电动车辆
岳振东,invented,一种基于模拟端的电池SOH管理系统、电池总成及车辆
李泽荣,invented,车辆及其扰流装置
李泽荣,invented,扰流翼的固定装置、扰流翼组件及车辆
李泽荣,invented,一种具有安装高度调节结构的汽车尾翼
李泽荣,invented,一种电动尾翼底座排水结构及电动尾翼总成
李泽荣,invented,一种把手总成及汽车门
祁旭,invented,视觉感知的优化方法、装置、车辆及存储介质
吕颖,invented,视觉感知的优化方法、装置、车辆及存储介质
吕颖,invented,一种故障处理方法、装置、电子设备及存储介质
曲白雪,invented,视觉感知的优化方法、装置、车辆及存储介质
祝铭含,invented,视觉感知的优化方法、装置、车辆及存储介质
杨航,invented,视觉感知的优化方法、装置、车辆及存储介质
蒋子明,invented,视觉感知的优化方法、装置、车辆及存储介质
李采薇,invented,视觉感知的优化方法、装置、车辆及存储介质
严家裕,invented,低能耗节能电动伸缩踏板系统及驱动电机
唐小坤,invented,低能耗节能电动伸缩踏板系统及驱动电机
尹燕军,invented,低能耗节能电动伸缩踏板系统及驱动电机
于海洋,invented,车辆高侧向加速度转向数据处理方法、装置及存储介质
郝文权,invented,车辆高侧向加速度转向数据处理方法、装置及存储介质
李论,invented,车辆高侧向加速度转向数据处理方法、装置及存储介质
张建,invented,驾驶模式切换方法、装置、设备及存储介质
张建,invented,一种减速带识别方法、装置、设备及存储介质
张建,invented,一种确定座椅阻尼系数的方法、装置、车机及存储介质
张建,invented,一种车辆起步控制方法、装置、设备及存储介质
姜洪伟,invented,驾驶模式切换方法、装置、设备及存储介质
姜洪伟,invented,一种确定座椅阻尼系数的方法、装置、车机及存储介质
姜洪伟,invented,一种车辆起步控制方法、装置、设备及存储介质
高勇,invented,驾驶模式切换方法、装置、设备及存储介质
刘梦可,invented,驾驶模式切换方法、装置、设备及存储介质
保万全,invented,驾驶模式切换方法、装置、设备及存储介质
保万全,invented,一种确定座椅阻尼系数的方法、装置、车机及存储介质
任明星,invented,驾驶模式切换方法、装置、设备及存储介质
王御,invented,驾驶模式切换方法、装置、设备及存储介质
王御,invented,一种减速带识别方法、装置、设备及存储介质
王御,invented,一种确定座椅阻尼系数的方法、装置、车机及存储介质
赵凤凯,invented,驾驶模式切换方法、装置、设备及存储介质
黎伟成,invented,一种轴向阻尼器及电动尾门机械撑杆
黎伟成,invented,一种摩擦阻尼器及电动尾门机械撑杆
黎伟成,invented,阻尼器及汽车尾门撑杆
孙飞,invented,一种防止溜车的档位控制方法、装置、设备及存储介质
孙飞,invented,一种控制方法、装置、设备和存储介质
宁甲奎,invented,一种防止溜车的档位控制方法、装置、设备及存储介质
宁甲奎,invented,一种档位控制方法、装置、设备及介质
宁甲奎,invented,一种控制方法、装置、设备和存储介质
曹龙,invented,一种防止溜车的档位控制方法、装置、设备及存储介质
朱桂庆,invented,一种防止溜车的档位控制方法、装置、设备及存储介质
于天浩,invented,一种防止溜车的档位控制方法、装置、设备及存储介质
赵洪元,invented,一种防止溜车的档位控制方法、装置、设备及存储介质
赖培泉,invented,连接组件及车体组件
赖培泉,invented,"一种连杆结构、踏板装置,以及汽车"
赖培泉,invented,一种摇杆踏板装置及汽车
梁永欣,invented,连接组件及车体组件
梁永欣,invented,"一种连杆结构、踏板装置,以及汽车"
梁永欣,invented,一种摇杆踏板装置及汽车
陈勇波,invented,连接组件及车体组件
陈勇波,invented,一种踏板机构和汽车
陈勇波,invented,"一种连杆结构、踏板装置,以及汽车"
陈勇波,invented,一种摇杆踏板装置及汽车
耿真,invented,置信度阈值的确定方法、装置、设备及存储介质
王宇,invented,置信度阈值的确定方法、装置、设备及存储介质
林崇浩,invented,置信度阈值的确定方法、装置、设备及存储介质
庞伟凇,invented,置信度阈值的确定方法、装置、设备及存储介质
李创辉,invented,置信度阈值的确定方法、装置、设备及存储介质
陈阳灿,invented,连接支架及配套组件
李卓,invented,连接支架及配套组件
肖娇妍,invented,连接支架及配套组件
张博,invented,车辆的报警方法及车辆
高艳,invented,车辆的报警方法及车辆
黄子秋,invented,车辆的报警方法及车辆
贾慧忠,invented,车辆的报警方法及车辆
赵德银,invented,车辆的报警方法及车辆
赵德银,invented,车辆的数据处理方法
张东波,invented,车辆的报警方法及车辆
张东波,invented,车辆的数据处理方法
张东波,invented,车辆的转向系统的标定方法、装置、车辆和存储介质
张东波,invented,车辆中控制器的安全等级的确定方法、装置和车辆
吴敏裕,invented,汽车尾门的驱动系统及其汽车
吴敏裕,invented,一种电动撑杆和汽车
刘子龙,invented,一种发动机缸体液压伺服直线作动器疲劳试验方法和装置
谢丽颖,invented,一种发动机缸体液压伺服直线作动器疲劳试验方法和装置
李国臣,invented,一种发动机缸体液压伺服直线作动器疲劳试验方法和装置
杨冬,invented,一种发动机缸体液压伺服直线作动器疲劳试验方法和装置
夏广明,invented,一种发动机缸体液压伺服直线作动器疲劳试验方法和装置
姜兴恩,invented,一种发动机缸体液压伺服直线作动器疲劳试验方法和装置
韩伟杰,invented,一种滑板底盘的轮距、轴距调整装置
余景龙,invented,一种滑板底盘的轮距、轴距调整装置
张冲,invented,一种滑板底盘的轮距、轴距调整装置
王兴平,invented,一种滑板底盘的轮距、轴距调整装置
王兴平,invented,一种提升底盘车架结构扭转刚度仿真精度方法及装置
鲁慧,invented,一种滑板底盘的轮距、轴距调整装置
李允豪,invented,一种尾翼装置及其汽车
杨斯琦,invented,一种故障处理方法、装置、电子设备及存储介质
孔德宝,invented,一种故障处理方法、装置、电子设备及存储介质
麦均荣,invented,灯光预警方法、预警灯组件、汽车及存储介质
麦均荣,invented,一种车辆及保护杠组件
邓世科,invented,灯光预警方法、预警灯组件、汽车及存储介质
贾旭东,invented,车辆中动力系统的评估方法、装置、车辆及电子装置
梁宏宇,invented,车辆中动力系统的评估方法、装置、车辆及电子装置
白学斌,invented,车辆中动力系统的评估方法、装置、车辆及电子装置
张冰,invented,车辆中动力系统的评估方法、装置、车辆及电子装置
王学旭,invented,车辆中动力系统的评估方法、装置、车辆及电子装置
郭守仑,invented,电机转子的温度预测方法、装置、存储介质和处理器
郭守仑,invented,电机温度的预测方法、装置和电子设备
王延超,invented,电机转子的温度预测方法、装置、存储介质和处理器
王延超,invented,电机温度的预测方法、装置和电子设备
王金昊,invented,电机转子的温度预测方法、装置、存储介质和处理器
王金昊,invented,电机温度的预测方法、装置和电子设备
肖庚,invented,电机转子的温度预测方法、装置、存储介质和处理器
肖庚,invented,电机温度的预测方法、装置和电子设备
魏颖颖,invented,电机转子的温度预测方法、装置、存储介质和处理器
魏颖颖,invented,电机温度的预测方法、装置和电子设备
尹相睿,invented,电机转子的温度预测方法、装置、存储介质和处理器
林展汐,invented,电机转子的温度预测方法、装置、存储介质和处理器
张志强,invented,电机转子的温度预测方法、装置、存储介质和处理器
张志强,invented,电机温度的预测方法、装置和电子设备
秦加合,invented,一种档位控制方法、装置、设备及介质
刘雨鑫,invented,一种档位控制方法、装置、设备及介质
李润哲,invented,一种盲孔类零件强化喷丸的喷枪及其喷丸方法
李润哲,invented,一种综合性能好的压铸稀土镁合金及制备方法
胥洲,invented,一种盲孔类零件强化喷丸的喷枪及其喷丸方法
胥洲,invented,一种综合性能好的压铸稀土镁合金及制备方法
高东宏,invented,一种盲孔类零件强化喷丸的喷枪及其喷丸方法
成龙,invented,一种盲孔类零件强化喷丸的喷枪及其喷丸方法
成龙,invented,一种综合性能好的压铸稀土镁合金及制备方法
陈学罡,invented,一种盲孔类零件强化喷丸的喷枪及其喷丸方法
陈学罡,invented,一种综合性能好的压铸稀土镁合金及制备方法
张炜,invented,一种盲孔类零件强化喷丸的喷枪及其喷丸方法
张炜,invented,一种综合性能好的压铸稀土镁合金及制备方法
陈成奎,invented,一种盲孔类零件强化喷丸的喷枪及其喷丸方法
陈成奎,invented,一种综合性能好的压铸稀土镁合金及制备方法
陈前,invented,汽车侧踏杠和汽车
陈前,invented,汽车置物架及汽车
林孟超,invented,一种基于目的地匹配个性化播报内容的交互方法及系统
林孟超,invented,一种基于对话预测的人机交互方法以及装置
陈彩可,invented,一种基于目的地匹配个性化播报内容的交互方法及系统
陈彩可,invented,一种基于对话预测的人机交互方法以及装置
李龙飞,invented,一种基于目的地匹配个性化播报内容的交互方法及系统
李龙飞,invented,一种基于对话预测的人机交互方法以及装置
张炜玮,invented,一种基于目的地匹配个性化播报内容的交互方法及系统
卢杰,invented,一种基于目的地匹配个性化播报内容的交互方法及系统
常悦彤,invented,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
李军,invented,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
李军,invented,一种综合性能好的压铸稀土镁合金及制备方法
李军,invented,车辆的功能安全监控方法、装置、电子设备以及存储介质
庄厚川,invented,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
曹广祥,invented,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
宋起峰,invented,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
张洋,invented,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
赵隆卿,invented,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
巨萌,invented,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
张华,invented,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
张华,invented,一种空调冷凝器集液管矫形装置
范喜龙,invented,车辆钣金件的加工方法及装置、存储介质、处理器、车辆
林国伟,invented,一种半自动踏板
万志刚,invented,一种半自动踏板
何伟廷,invented,一种半自动踏板
付杨,invented,局部浸泡防水带有声学超材料结构PET降噪管制作方法
刘洋,invented,局部浸泡防水带有声学超材料结构PET降噪管制作方法
冷凯,invented,局部浸泡防水带有声学超材料结构PET降噪管制作方法
陈燕迪,invented,局部浸泡防水带有声学超材料结构PET降噪管制作方法
高宇航,invented,局部浸泡防水带有声学超材料结构PET降噪管制作方法
耿銘辰,invented,局部浸泡防水带有声学超材料结构PET降噪管制作方法
黄科,invented,一种踏板机构和汽车
黄开靖,invented,一种踏板机构和汽车
杨刚,invented,车辆的数据处理方法
王伟东,invented,车辆的数据处理方法
文琼,invented,车辆的数据处理方法
庞萌萌,invented,车辆的数据处理方法
马潇潇,invented,车辆的数据处理方法
刘晔,invented,车辆的数据处理方法
周时莹,invented,车辆的数据处理方法
唐伟航,invented,限位器
卢威,invented,限位器
马银才,invented,限位器
杨永铸,invented,限位器
何晰浩,invented,一种EMB车型的车轮制动力控制方法、装置、设备及介质
李金龙,invented,一种EMB车型的车轮制动力控制方法、装置、设备及介质
王文杰,invented,一种EMB车型的车轮制动力控制方法、装置、设备及介质
杨健,invented,一种电动车电池组紧急分离系统与方法、设备以及存储介质
宋庆文,invented,一种电动车电池组紧急分离系统与方法、设备以及存储介质
王双龙,invented,一种电动车电池组紧急分离系统与方法、设备以及存储介质
米壮,invented,一种电动车电池组紧急分离系统与方法、设备以及存储介质
闫涛,invented,一种电动车电池组紧急分离系统与方法、设备以及存储介质
郭英俊,invented,一种电动车电池组紧急分离系统与方法、设备以及存储介质
韩云峰,invented,一种电动车电池组紧急分离系统与方法、设备以及存储介质
贺红伟,invented,一种电动车电池组紧急分离系统与方法、设备以及存储介质
张阳,invented,一种电动车电池组紧急分离系统与方法、设备以及存储介质
邵福明,invented,一种电动车电池组紧急分离系统与方法、设备以及存储介质
闫善鑫,invented,一种减速带识别方法、装置、设备及存储介质
刘秋铮,invented,一种减速带识别方法、装置、设备及存储介质
谢飞,invented,一种减速带识别方法、装置、设备及存储介质
谢飞,invented,一种确定座椅阻尼系数的方法、装置、车机及存储介质
洪日,invented,一种减速带识别方法、装置、设备及存储介质
洪日,invented,一种确定座椅阻尼系数的方法、装置、车机及存储介质
李扬,invented,一种减速带识别方法、装置、设备及存储介质
张黎,invented,多传感器航迹融合过滤方法、装置、电子设备及存储介质
鹿强,invented,多传感器航迹融合过滤方法、装置、电子设备及存储介质
吴健宇,invented,多传感器航迹融合过滤方法、装置、电子设备及存储介质
丁静,invented,多传感器航迹融合过滤方法、装置、电子设备及存储介质
卢步青,invented,多传感器航迹融合过滤方法、装置、电子设备及存储介质
吴洋,invented,多传感器航迹融合过滤方法、装置、电子设备及存储介质
翟宇轩,invented,多传感器航迹融合过滤方法、装置、电子设备及存储介质
李宗玉,invented,一种综合性能好的压铸稀土镁合金及制备方法
佟国栋,invented,一种综合性能好的压铸稀土镁合金及制备方法
井琦,invented,一种综合性能好的压铸稀土镁合金及制备方法
郑建明,invented,一种基于危险场景的安全性评估方法
张建军,invented,一种基于危险场景的安全性评估方法
覃斌,invented,一种基于危险场景的安全性评估方法
张宇飞,invented,一种基于危险场景的安全性评估方法
吴南洋,invented,一种基于危险场景的安全性评估方法
金鉴,invented,一种基于危险场景的安全性评估方法
戚才人,invented,一种汽车零件焊接装置
李金峰,invented,一种汽车零件焊接装置
赵宝岩,invented,一种汽车零件焊接装置
曹晓梅,invented,一种汽车零件焊接装置
赵文业,invented,一种汽车零件焊接装置
郭宇,invented,一种汽车零件焊接装置
汉俊梅,invented,一种汽车零件焊接装置
赵建,invented,一种乘用车传动轴弹性体模态计算有限元建模方法
王明正,invented,一种乘用车传动轴弹性体模态计算有限元建模方法
仲崇发,invented,一种乘用车传动轴弹性体模态计算有限元建模方法
于东洋,invented,一种乘用车传动轴弹性体模态计算有限元建模方法
闫东,invented,一种乘用车传动轴弹性体模态计算有限元建模方法
刘涛,invented,一种乘用车传动轴弹性体模态计算有限元建模方法
刘涛,invented,一种动力电池功率切换的仿真方法
潘殿龙,invented,一种乘用车传动轴弹性体模态计算有限元建模方法
李朋,invented,一种乘用车传动轴弹性体模态计算有限元建模方法
刘笑飞,invented,一种机油压力调节方法及装置
姜宇,invented,一种机油压力调节方法及装置
欣白宇,invented,一种机油压力调节方法及装置
张慧峰,invented,一种机油压力调节方法及装置
王禹涵,invented,一种机油压力调节方法及装置
王鑫,invented,一种机油压力调节方法及装置
苗志慧,invented,一种机油压力调节方法及装置
赵晶宝,invented,一种汽车安全带卷收器异响仿真自动化分析方法及系统
马玉婷,invented,一种汽车安全带卷收器异响仿真自动化分析方法及系统
孙召杰,invented,一种汽车安全带卷收器异响仿真自动化分析方法及系统
李亚宝,invented,一种汽车安全带卷收器异响仿真自动化分析方法及系统
李思宇,invented,一种汽车安全带卷收器异响仿真自动化分析方法及系统
赵晓朝,invented,一种基于对话预测的人机交互方法以及装置
刘杰,invented,一种基于对话预测的人机交互方法以及装置
汪光明,invented,车门连接机构及汽车
舒纲贵,invented,车门连接机构及汽车
刘佳鑫,invented,一种动力电池功率切换的仿真方法
王超,invented,一种确定座椅阻尼系数的方法、装置、车机及存储介质
韩亚凝,invented,一种确定座椅阻尼系数的方法、装置、车机及存储介质
于忠磊,invented,一种发动机点火角控制系统及方法
崔健,invented,一种发动机点火角控制系统及方法
孙涛,invented,一种发动机点火角控制系统及方法
陈辰,invented,一种发动机点火角控制系统及方法
栗江,invented,一种发动机点火角控制系统及方法
申连勇,invented,一种发动机点火角控制系统及方法
杜明建,invented,一种发动机点火角控制系统及方法
孔维天,invented,一种发动机点火角控制系统及方法
田立伟,invented,一种发动机点火角控制系统及方法
宋修谦,invented,一种可调节靠背角度的座椅联动机构、后座及车辆
齐丹,invented,一种可调节靠背角度的座椅联动机构、后座及车辆
宋子利,invented,一种可调节靠背角度的座椅联动机构、后座及车辆
温泉,invented,一种可调节靠背角度的座椅联动机构、后座及车辆
张馨,invented,一种可调节靠背角度的座椅联动机构、后座及车辆
金殿超,invented,一种可调节靠背角度的座椅联动机构、后座及车辆
颜甜莉,invented,一种可调节靠背角度的座椅联动机构、后座及车辆
宋庆贺,invented,一种可调节靠背角度的座椅联动机构、后座及车辆
裴展巍,invented,一种可调节靠背角度的座椅联动机构、后座及车辆
平昕,invented,一种可调节靠背角度的座椅联动机构、后座及车辆
甘祥吉,invented,一种汽车制动摩擦片阻尼系数测量方法
姜大吉,invented,一种汽车制动摩擦片阻尼系数测量方法
杨树凯,invented,一种汽车制动摩擦片阻尼系数测量方法
于淼,invented,一种汽车制动摩擦片阻尼系数测量方法
沈远航,invented,一种汽车制动摩擦片阻尼系数测量方法
陈晓梅,invented,一种汽车制动摩擦片阻尼系数测量方法
周涛,invented,一种汽车制动摩擦片阻尼系数测量方法
王兴凯,invented,一种汽车制动摩擦片阻尼系数测量方法
顾长飞,invented,一种卡扣式车载天线
顾长飞,invented,一种多端口模块化吸盘天线
李贺,invented,一种卡扣式车载天线
李贺,invented,一种多端口模块化吸盘天线
魏玉玲,invented,一种可见即可说信息的确定方法及系统
祝小平,invented,一种可见即可说信息的确定方法及系统
袁志伟,invented,一种可见即可说信息的确定方法及系统
孙焕丽,invented,一种基于模拟端的电池SOH管理系统、电池总成及车辆
孙焕丽,invented,动力电池容量评估方法、装置、车辆及电子装置
孙焕丽,invented,一种基于元宇宙的电池SOC管理系统、方法及动力电池
郭瑞军,invented,一种滤清器壳体自动打磨设备
于钊,invented,一种车辆模式控制系统及方法
于钊,invented,车载以太网的通信方法、装置、存储介质及车辆
韩衍东,invented,一种车辆模式控制系统及方法
韩衍东,invented,车载以太网的通信方法、装置、存储介质及车辆
刘兴,invented,一种车辆模式控制系统及方法
刘兴,invented,车载以太网的通信方法、装置、存储介质及车辆
刘元治,invented,一种车辆模式控制系统及方法
刘元治,invented,混合动力汽车串并联驱动模式切换的控制方法及控制装置
刘元治,invented,车载以太网的通信方法、装置、存储介质及车辆
吴骄阳,invented,一种车辆模式控制系统及方法
吴骄阳,invented,车载以太网的通信方法、装置、存储介质及车辆
赵开成,invented,一种车辆模式控制系统及方法
赵开成,invented,车载以太网的通信方法、装置、存储介质及车辆
贺凯,invented,一种汽车塑料零部件加工用清洗装置
姚佳梦,invented,一种汽车塑料零部件加工用清洗装置
赵春,invented,一种汽车塑料零部件加工用清洗装置
赵令国,invented,一种控制方法、装置、设备和存储介质
刘阳,invented,一种控制方法、装置、设备和存储介质
唐忌,invented,一种控制方法、装置、设备和存储介质
刘必将,invented,一种汽车座椅联动轴的端部整形加工装置
刘必将,invented,一种后备箱铰链的高精度冲孔模具
刘必将,invented,一种汽车鹅颈式行李箱铰链的装配机
朱华,invented,一种汽车座椅联动轴的端部整形加工装置
朱华,invented,一种后备箱铰链的高精度冲孔模具
朱华,invented,一种汽车鹅颈式行李箱铰链的装配机
孟凡华,invented,整车的静电流的测试方法、装置、存储介质和车辆
王建国,invented,整车的静电流的测试方法、装置、存储介质和车辆
王建国,invented,车辆的转向系统的标定方法、装置、车辆和存储介质
成春雨,invented,整车的静电流的测试方法、装置、存储介质和车辆
郑嘉全,invented,整车的静电流的测试方法、装置、存储介质和车辆
郑嘉全,invented,车辆的转向系统的标定方法、装置、车辆和存储介质
王椿龙,invented,整车的静电流的测试方法、装置、存储介质和车辆
景海娇,invented,整车的静电流的测试方法、装置、存储介质和车辆
景海娇,invented,车辆的转向系统的标定方法、装置、车辆和存储介质
王雪良,invented,整车的静电流的测试方法、装置、存储介质和车辆
王雪良,invented,车辆的转向系统的标定方法、装置、车辆和存储介质
孙瑀擎,invented,整车的静电流的测试方法、装置、存储介质和车辆
孙瑀擎,invented,车辆的转向系统的标定方法、装置、车辆和存储介质
于丁一,invented,整车的静电流的测试方法、装置、存储介质和车辆
孟先岳,invented,整车的静电流的测试方法、装置、存储介质和车辆
王涛,invented,一种提升底盘车架结构扭转刚度仿真精度方法及装置
李继川,invented,一种提升底盘车架结构扭转刚度仿真精度方法及装置
朱波,invented,一种提升底盘车架结构扭转刚度仿真精度方法及装置
韩超,invented,一种提升底盘车架结构扭转刚度仿真精度方法及装置
张茜铭,invented,一种提升底盘车架结构扭转刚度仿真精度方法及装置
