entity_1,relation,entity_2
一种汽车后防护杠及汽车,keywords,牌照灯安装腔
一种汽车后防护杠及汽车,keywords,满足用户的多种需求
一种汽车后防护杠及汽车,keywords,转动架
一种电池总成及具有其的电动车辆,keywords,电芯与容纳腔的侧壁连接
一种电池总成及具有其的电动车辆,keywords,电芯具有沿车架的高度方向排布的一层或多层
一种电池总成及具有其的电动车辆,keywords,故电池总成无需与整车进行二次装配
车辆及其扰流装置,keywords,本申请提供了一种车辆及其扰流装置
车辆及其扰流装置,keywords,本申请实施例提供的用于车辆的扰流装置
车辆及其扰流装置,keywords,该扰流装置包括
视觉感知的优化方法、装置、车辆及存储介质,keywords,本发明解决了视觉摄像头在感知感知边界内的目标时
视觉感知的优化方法、装置、车辆及存储介质,keywords,本发明公开了一种视觉感知的优化方法
视觉感知的优化方法、装置、车辆及存储介质,keywords,车辆及存储介质
低能耗节能电动伸缩踏板系统及驱动电机,keywords,输出轴
低能耗节能电动伸缩踏板系统及驱动电机,keywords,电机本体
低能耗节能电动伸缩踏板系统及驱动电机,keywords,本发明涉及一种低能耗节能电动伸缩踏板系统及驱动电机
车辆高侧向加速度转向数据处理方法、装置及存储介质,keywords,目标数据报告用于评估目标车辆的操纵稳定性
车辆高侧向加速度转向数据处理方法、装置及存储介质,keywords,目标数据用于表示目标车辆的侧向加速度转向试验数据
车辆高侧向加速度转向数据处理方法、装置及存储介质,keywords,本发明公开了一种车辆高侧向加速度转向数据处理方法
尾翼底座排水连接结构,keywords,本发明结构简单紧凑
尾翼底座排水连接结构,keywords,本发明涉及汽车配件技术领域
尾翼底座排水连接结构,keywords,本发明汽车铆接强度快速仿真评价方法
驾驶模式切换方法、装置、设备及存储介质,keywords,根据当前期望驾驶模式
驾驶模式切换方法、装置、设备及存储介质,keywords,根据当前第一身体状态数据
驾驶模式切换方法、装置、设备及存储介质,keywords,本发明公开了一种驾驶模式切换方法
一种轴向阻尼器及电动尾门机械撑杆,keywords,该装置能够通过调节压缩弹簧的预设压力来调节预设阻尼的大小
一种轴向阻尼器及电动尾门机械撑杆,keywords,轴向阻尼器包括
一种轴向阻尼器及电动尾门机械撑杆,keywords,进而使得内压件的第一延伸部会向内收紧
一种防止溜车的档位控制方法、装置、设备及存储介质,keywords,提升用户驾驶体验
一种防止溜车的档位控制方法、装置、设备及存储介质,keywords,本发明公开了一种防止溜车的档位控制方法
一种防止溜车的档位控制方法、装置、设备及存储介质,keywords,设备及存储介质
连接组件及车体组件,keywords,本申请提供的连接组件可以将第四连接件固定于车横梁和
连接组件及车体组件,keywords,本申请提供的连接组件包括第一连接件
连接组件及车体组件,keywords,进而使得外部的支架等部件可以借由第四连接件固定于车顶上
置信度阈值的确定方法、装置、设备及存储介质,keywords,本公开实施例
置信度阈值的确定方法、装置、设备及存储介质,keywords,根据过滤后的标注信息
置信度阈值的确定方法、装置、设备及存储介质,keywords,本公开实施例提供了置信度阈值的确定方法
连接支架及配套组件,keywords,连接支架包括连接于车顶行李架的第一连接组件和连接于车边帐篷的第二连接组件
连接支架及配套组件,keywords,本申请公开了一种连接支架及配套组件
连接支架及配套组件,keywords,上述方案
车辆的报警方法及车辆,keywords,本发明解决了现有技术中由于车内人员开启车门幅度过大容易发生车门碰撞
车辆的报警方法及车辆,keywords,车辆的报警方法
车辆的报警方法及车辆,keywords,状态信息包括
汽车尾门的驱动系统及其汽车,keywords,输出组件
汽车尾门的驱动系统及其汽车,keywords,输出杆向汽车尾门输出扭力
汽车尾门的驱动系统及其汽车,keywords,提高了用户体验
一种发动机缸体液压伺服直线作动器疲劳试验方法和装置,keywords,用于在试验中为伸缩液压缸进行油液供给
一种发动机缸体液压伺服直线作动器疲劳试验方法和装置,keywords,连杆两端分别连接模拟活塞和模拟曲轴
一种发动机缸体液压伺服直线作动器疲劳试验方法和装置,keywords,然后通过控制压力值完成对缸体的试验
一种中控屏调节机构,keywords,用于与车载的中控屏连接
一种中控屏调节机构,keywords,该机构包括底座
一种中控屏调节机构,keywords,连接支架
一种滑板底盘的轮距、轴距调整装置,keywords,电动机与连接轴距
一种滑板底盘的轮距、轴距调整装置,keywords,本装置可实现滑板底盘中
一种滑板底盘的轮距、轴距调整装置,keywords,提升驾驶室空间
一种尾翼装置及其汽车,keywords,提升风压承受能力
一种尾翼装置及其汽车,keywords,本发明的尾翼装置及其汽车
一种尾翼装置及其汽车,keywords,本发明涉及汽车尾翼的技术领域
一种故障处理方法、装置、电子设备及存储介质,keywords,调取与所述待处理故障类型相对应的故障处理方式
一种故障处理方法、装置、电子设备及存储介质,keywords,确定与目标车辆相对应的待检测项
一种故障处理方法、装置、电子设备及存储介质,keywords,本发明公开了一种故障处理方法
灯光预警方法、预警灯组件、汽车及存储介质,keywords,灯光预警方法包括
灯光预警方法、预警灯组件、汽车及存储介质,keywords,汽车及存储介质
灯光预警方法、预警灯组件、汽车及存储介质,keywords,本申请公开了一种灯光预警方法
车辆中动力系统的评估方法、装置、车辆及电子装置,keywords,根据动力系统的控制策略
车辆中动力系统的评估方法、装置、车辆及电子装置,keywords,本发明公开了一种车辆中动力系统的评估方法
车辆中动力系统的评估方法、装置、车辆及电子装置,keywords,本发明解决了相关技术中开发冷却散热系统需要设计大量的台架试验
一种口盖结构以及机动设备,keywords,转动装置连接于第一盖体且包括设置于两端的第一端部和第二端部
一种口盖结构以及机动设备,keywords,转动装置还沿第一端部至第二端部的方向开设有螺旋状滑槽
一种口盖结构以及机动设备,keywords,此外口盖结构还可包括转动装置和升动装置
电机转子的温度预测方法、装置、存储介质和处理器,keywords,样本数据集中包括多组与电机转子温度相关的参考物理参数以及与每组参考物理参数对应的参考电机转子温度
电机转子的温度预测方法、装置、存储介质和处理器,keywords,电机转子温度预测模型为基于样本数据集对支持向量回归模型进行训练得到
电机转子的温度预测方法、装置、存储介质和处理器,keywords,本发明解决了电机转子温度预测精度低
扰流翼的固定装置、扰流翼组件及车辆,keywords,直接通过预装调节好的调节件和预装件进行定位
扰流翼的固定装置、扰流翼组件及车辆,keywords,本申请提供了一种扰流翼的固定装置
扰流翼的固定装置、扰流翼组件及车辆,keywords,调节件活动连接扰流板
一种档位控制方法、装置、设备及介质,keywords,本发明公开了一种档位控制方法
一种档位控制方法、装置、设备及介质,keywords,本发明实施例可以在车辆行驶过程中
一种档位控制方法、装置、设备及介质,keywords,车速等影响变速器的合适档位的关键数据进行综合判断
一种车辆及保护杠组件,keywords,本申请公开了一种车辆及保护杠组件
一种车辆及保护杠组件,keywords,该保护杠组件包括主杠体
一种车辆及保护杠组件,keywords,本申请提供的保护杠组件能提升与不同车型安装时的安全稳定性
一种盲孔类零件强化喷丸的喷枪及其喷丸方法,keywords,旁路连接管
一种盲孔类零件强化喷丸的喷枪及其喷丸方法,keywords,本发明公开了一种盲孔类零件强化喷丸的喷枪
一种盲孔类零件强化喷丸的喷枪及其喷丸方法,keywords,本发明通过控制喷丸喷口流量和盲孔内丸粒积累量之间的关系
汽车侧踏杠和汽车,keywords,该汽车侧踏杠包括第一杠体
汽车侧踏杠和汽车,keywords,该汽车包括汽车本体和如上所述的汽车侧踏杠
汽车侧踏杠和汽车,keywords,本申请公开了汽车侧踏杠和汽车
一种基于目的地匹配个性化播报内容的交互方法及系统,keywords,然后从推荐中选择最想去的地点
一种基于目的地匹配个性化播报内容的交互方法及系统,keywords,提升了用户的体验感
一种基于目的地匹配个性化播报内容的交互方法及系统,keywords,提供了一种基于目的地匹配个性化播报内容的交互方法及系统
一种连杆式尾翼及其汽车,keywords,提升自锁稳定性
一种连杆式尾翼及其汽车,keywords,本发明的连杆式尾翼及其汽车
一种连杆式尾翼及其汽车,keywords,本发明涉及汽车尾翼的技术领域
车辆钣金件的加工方法及装置、存储介质、处理器、车辆,keywords,本发明提供了一种车辆钣金件的加工方法及装置
车辆钣金件的加工方法及装置、存储介质、处理器、车辆,keywords,既不影响生产效率
车辆钣金件的加工方法及装置、存储介质、处理器、车辆,keywords,方法包括以下步骤
一种半自动踏板,keywords,本发明涉及汽车配件的技术领域
一种半自动踏板,keywords,本发明的半自动踏板
一种半自动踏板,keywords,滑动件滑动安装于轨迹限定槽
局部浸泡防水带有声学超材料结构PET降噪管制作方法,keywords,涉水面以上为没有覆膜的普通pet段
局部浸泡防水带有声学超材料结构PET降噪管制作方法,keywords,涉水面以下为覆膜的防水pet段
局部浸泡防水带有声学超材料结构PET降噪管制作方法,keywords,确保涉水面以下浸泡防水
一种踏板机构和汽车,keywords,枢轴与安装座转动连接
一种踏板机构和汽车,keywords,用于驱动第一滑轮机构的驱动机构
一种踏板机构和汽车,keywords,本发明能够解决侧方停车难的问题
车辆的数据处理方法,keywords,控制组件用于驱动车辆进行行驶
车辆的数据处理方法,keywords,本发明公开了一种车辆的数据处理方法
车辆的数据处理方法,keywords,本发明解决了无法确定在行驶驱动控制过程中车辆的控制组件的电子电气性能的技术问题
限位器,keywords,特别是涉及一种限位器
限位器,keywords,本发明可以实现车门任意角度的开闭
限位器,keywords,斜齿轮套设于两个子套外并与两个子套传动连接
一种EMB车型的车轮制动力控制方法、装置、设备及介质,keywords,根据制动盘盘温确定目标轮轴的目标温度差
一种EMB车型的车轮制动力控制方法、装置、设备及介质,keywords,本发明公开了一种emb车型的车轮制动力控制方法
一种EMB车型的车轮制动力控制方法、装置、设备及介质,keywords,目标车轮在制动时的摩擦系数最小
"一种连杆结构、踏板装置,以及汽车",keywords,本实施例解决电动四连杆机构成本高
"一种连杆结构、踏板装置,以及汽车",keywords,连杆结构公开了第一连杆的第一端通过第一枢轴与第二座体相枢接
"一种连杆结构、踏板装置,以及汽车",keywords,本发明涉及汽车配件技术领域
一种电动车电池组紧急分离系统与方法、设备以及存储介质,keywords,智能驾驶模块控制电动车行驶至停车区
一种电动车电池组紧急分离系统与方法、设备以及存储介质,keywords,智能驾驶模块
一种电动车电池组紧急分离系统与方法、设备以及存储介质,keywords,阻尼器
汽车侧踏板及其汽车,keywords,提高了汽车车外空间的使用率
汽车侧踏板及其汽车,keywords,满足车主日益增多的储物需求
汽车侧踏板及其汽车,keywords,提供一定容积的储物空间
一种减速带识别方法、装置、设备及存储介质,keywords,误检概率和应用难度的有益效果
一种减速带识别方法、装置、设备及存储介质,keywords,本发明提供的一种减速带识别方法
一种减速带识别方法、装置、设备及存储介质,keywords,根据第一图像和第二图像
一种电动撑杆和汽车,keywords,本发明涉及一种电动撑杆和汽车
一种电动撑杆和汽车,keywords,旋转台
一种电动撑杆和汽车,keywords,本发明实施例通过将阻尼器连接至电机的输出轴上
多传感器航迹融合过滤方法、装置、电子设备及存储介质,keywords,本发明实施例公开了一种多传感器航迹融合过滤方法
多传感器航迹融合过滤方法、装置、电子设备及存储介质,keywords,确定与待检测目标关联的传感器数量以及待检测目标的至少两个存在概率
多传感器航迹融合过滤方法、装置、电子设备及存储介质,keywords,提升融合性能
一种阻尼器和电动尾门撑杆,keywords,进而改变转动座与固定座之间的摩擦力
一种阻尼器和电动尾门撑杆,keywords,盖体可在容置腔内沿直线方向移动以使远离或靠近固定座
一种阻尼器和电动尾门撑杆,keywords,转动座
一种综合性能好的压铸稀土镁合金及制备方法,keywords,la
一种综合性能好的压铸稀土镁合金及制备方法,keywords,30
一种综合性能好的压铸稀土镁合金及制备方法,keywords,02
一种汽车电动尾翼结构,keywords,本发明涉及一种汽车电动尾翼结构
一种汽车电动尾翼结构,keywords,用于顶起所述尾翼
一种汽车电动尾翼结构,keywords,包括
一种基于危险场景的安全性评估方法,keywords,构建紧急制动模型和紧急转向模型
一种基于危险场景的安全性评估方法,keywords,转化为最优化问题
一种基于危险场景的安全性评估方法,keywords,求解运动轨迹的参数
一种具有安装高度调节结构的汽车尾翼,keywords,该汽车尾翼包括扰流板
一种具有安装高度调节结构的汽车尾翼,keywords,本发明提供了一种具有安装高度调节结构的汽车尾翼
一种具有安装高度调节结构的汽车尾翼,keywords,涉及汽车尾翼领域
一种汽车零件焊接装置,keywords,用于实现对位于夹持组件上的待焊接轴类工件连接处的清理
一种汽车零件焊接装置,keywords,旋转组件以及清理组件的配合
一种汽车零件焊接装置,keywords,本发明公开了一种汽车零件焊接装置
一种摩擦阻尼器及电动尾门机械撑杆,keywords,进而导致摩擦套筒产生形变
一种摩擦阻尼器及电动尾门机械撑杆,keywords,该装置通过调节压缩弹簧的预设压力以及摩擦套筒的摩擦系数来调节预设阻尼的大小
一种摩擦阻尼器及电动尾门机械撑杆,keywords,由摩擦套筒形变产生的压力会持续作用至缸套的内周面
一种乘用车传动轴弹性体模态计算有限元建模方法,keywords,本发明公开了一种乘用车传动轴弹性体模态计算有限元建模方法
一种乘用车传动轴弹性体模态计算有限元建模方法,keywords,提供了一种有序的有限元计算不同万向节结构传动轴建模顺序和方法
一种乘用车传动轴弹性体模态计算有限元建模方法,keywords,本发明只给出了一种建模方法
汽车置物架及汽车,keywords,支架用于与车身固定连接
汽车置物架及汽车,keywords,本申请涉及一种汽车置物架
汽车置物架及汽车,keywords,这种方案所提供的汽车置物架可通过状态变换
电机温度的预测方法、装置和电子设备,keywords,本发明解决了电机温度的预测精度低的技术问题
电机温度的预测方法、装置和电子设备,keywords,测试数据为在多种工况下对电机进行测试而得到
电机温度的预测方法、装置和电子设备,keywords,本发明公开了一种电机温度的确定方法
一种电动尾翼底座排水结构及电动尾翼总成,keywords,泥沙等杂物随水流进入集水槽内后
一种电动尾翼底座排水结构及电动尾翼总成,keywords,泥沙等杂物在集水槽内发生沉降
一种电动尾翼底座排水结构及电动尾翼总成,keywords,插设在空腔内
一种机油压力调节方法及装置,keywords,根据所述运行参数
一种机油压力调节方法及装置,keywords,调节所述电磁阀控制信号的占空比
一种机油压力调节方法及装置,keywords,本发明实施例提供的技术方案通过调节电磁阀控制信号的占空比
一种把手总成及汽车门,keywords,车门包括把手总成以及车门本体
一种把手总成及汽车门,keywords,支架本体上开设有窗口
一种把手总成及汽车门,keywords,支架组件包括支架本体
一种汽车安全带卷收器异响仿真自动化分析方法及系统,keywords,本发明采用振速灵敏度仿真模拟分析来衡量异响产生的可能性
一种汽车安全带卷收器异响仿真自动化分析方法及系统,keywords,用于nastran计算
一种汽车安全带卷收器异响仿真自动化分析方法及系统,keywords,进行异响风险评价
车辆尾翼及车辆,keywords,车辆尾翼包括驱动组件和两组扰流组件
车辆尾翼及车辆,keywords,每组扰流组件包括调节机构和与调节机构连接的扰流板
车辆尾翼及车辆,keywords,提高汽车的行驶稳定性
一种基于对话预测的人机交互方法以及装置,keywords,本申请公开了一种基于对话预测的人机交互方法以及装置
一种基于对话预测的人机交互方法以及装置,keywords,根据所述文字信息生成人机交互命令信息
一种基于对话预测的人机交互方法以及装置,keywords,根据所述待识别音素信息以及所述动态语言模型获取待识别音素信息所对应的文字信息
车门连接机构及汽车,keywords,有利于保证限位稳定性
车门连接机构及汽车,keywords,转动件
车门连接机构及汽车,keywords,本发明涉及一种车门连接机构及汽车
一种动力电池功率切换的仿真方法,keywords,最低温度
一种动力电池功率切换的仿真方法,keywords,每个时刻的soc变化值和电池产热量
一种动力电池功率切换的仿真方法,keywords,该方法采用一维仿真电热耦合模型的电池电路模型来接收三维热仿真模型的电池最高温度
一种摇杆踏板装置及汽车,keywords,第二连杆
一种摇杆踏板装置及汽车,keywords,转动驱动装置
一种摇杆踏板装置及汽车,keywords,滑动套管通过第二枢轴与安装座枢接
一种确定座椅阻尼系数的方法、装置、车机及存储介质,keywords,本发明公开了一种确定座椅阻尼系数的方法
一种确定座椅阻尼系数的方法、装置、车机及存储介质,keywords,还可以利用快速傅里叶算法快速且准确的确定出已发生的振动对应的阻尼系数
一种确定座椅阻尼系数的方法、装置、车机及存储介质,keywords,本发明实施例的技术方案
固定头和车门撑杆,keywords,本发明涉及车辆支撑杆的技术领域
固定头和车门撑杆,keywords,用于卡入所述第一凹腔内的弹性件
固定头和车门撑杆,keywords,提供了一种固定头和车门撑杆
一种发动机点火角控制系统及方法,keywords,车载远程通信终端模块和发动机控制模块之间通信交互
一种发动机点火角控制系统及方法,keywords,车载远程通信终端模块
一种发动机点火角控制系统及方法,keywords,本发明公开一种发动机点火角控制系统及方法
一种锁止装置和汽车,keywords,本发明涉及备胎架安装配件技术领域
一种锁止装置和汽车,keywords,本发明实施例能够使备胎架无论在打开位置或关闭位置均能被固定
一种锁止装置和汽车,keywords,安装杆
一种可调节靠背角度的座椅联动机构、后座及车辆,keywords,本申请涉及一种可调节靠背角度的座椅联动机构
一种可调节靠背角度的座椅联动机构、后座及车辆,keywords,最大调节范围可实现26
一种可调节靠背角度的座椅联动机构、后座及车辆,keywords,本申请提供的可调节靠背角度的座椅联动机构解决了靠背调节过程中与车身钣金干涉的问题
阻尼器及汽车尾门撑杆,keywords,摩擦套
阻尼器及汽车尾门撑杆,keywords,湿度气压等因素的影响
阻尼器及汽车尾门撑杆,keywords,本发明涉及一种阻尼器及汽车尾门撑杆
一种汽车制动摩擦片阻尼系数测量方法,keywords,有助于完善零部件开发要求
一种汽车制动摩擦片阻尼系数测量方法,keywords,有助于积累摩擦片阻尼系数数据库
一种汽车制动摩擦片阻尼系数测量方法,keywords,提高制动系统nvh问题分析的准确性
一种卡扣式车载天线,keywords,本发明通过防盗板和夹持气囊的设置
一种卡扣式车载天线,keywords,本发明包括底座
一种卡扣式车载天线,keywords,本发明涉及车载天线技术领域
一种可见即可说信息的确定方法及系统,keywords,提升用户体验感
一种可见即可说信息的确定方法及系统,keywords,本申请公开了一种可见即可说信息的确定方法
一种可见即可说信息的确定方法及系统,keywords,电子设备
一种多端口模块化吸盘天线,keywords,本发明中通过馈线梳理机构的设置使得在安装过程中可根据实际的连接距离来调节第一馈线的工作长度
一种多端口模块化吸盘天线,keywords,本发明涉及天线技术领域
一种多端口模块化吸盘天线,keywords,连接组件用于将安装件与安装面固定连接
一种基于模拟端的电池SOH管理系统、电池总成及车辆,keywords,无法远程控制的行业技术难题
一种基于模拟端的电池SOH管理系统、电池总成及车辆,keywords,校正算法模块和报警系统模块分别与元宇宙总大脑电性连接
一种基于模拟端的电池SOH管理系统、电池总成及车辆,keywords,电池总成及车辆
一种滤清器壳体自动打磨设备,keywords,本发明涉及一种滤清器壳体自动打磨设备
一种滤清器壳体自动打磨设备,keywords,阻尼器
一种滤清器壳体自动打磨设备,keywords,本发明涉及一种低能耗节能电动伸缩踏板系统及驱动电机
一种车辆模式控制系统及方法,keywords,车辆模式确定模块
一种车辆模式控制系统及方法,keywords,用于基于模式控制方式对目标车辆的至少一个待调控部件的部件状态进行调节
一种车辆模式控制系统及方法,keywords,模式处理方式确定模块
一种汽车塑料零部件加工用清洗装置,keywords,本发明公开了一种汽车塑料零部件加工用清洗装置
一种汽车塑料零部件加工用清洗装置,keywords,清洗盒
一种汽车塑料零部件加工用清洗装置,keywords,本发明涉及汽车塑料零件清洗装置技术领域
一种控制方法、装置、设备和存储介质,keywords,提升车辆行驶安全性
一种控制方法、装置、设备和存储介质,keywords,根据属性信息确定车辆对应的当前工况点
一种控制方法、装置、设备和存储介质,keywords,本发明公开了一种控制方法
一种汽车座椅联动轴的端部整形加工装置,keywords,本发明公开了一种汽车座椅联动轴的端部整形加工装置
一种汽车座椅联动轴的端部整形加工装置,keywords,阻尼器
一种汽车座椅联动轴的端部整形加工装置,keywords,本发明涉及一种低能耗节能电动伸缩踏板系统及驱动电机
整车的静电流的测试方法、装置、存储介质和车辆,keywords,本发明解决了难以覆盖在不同温度工况下的整车静电流测试的技术问题
整车的静电流的测试方法、装置、存储介质和车辆,keywords,测试车辆的启动状态
整车的静电流的测试方法、装置、存储介质和车辆,keywords,本发明公开了一种整车的静电流的测试方法
一种后备箱铰链的高精度冲孔模具,keywords,还包括有用夹持装置
一种后备箱铰链的高精度冲孔模具,keywords,每个定位柱和冲孔头向下穿设于压料板
一种后备箱铰链的高精度冲孔模具,keywords,阻尼器
一种提升底盘车架结构扭转刚度仿真精度方法及装置,keywords,本发明公开了一种提升底盘车架结构扭转刚度仿真精度方法及装置
一种提升底盘车架结构扭转刚度仿真精度方法及装置,keywords,连接所述车架结构几何模型的前支撑点及后支撑点并建立车架结构几何模型的材料及截面属性
一种提升底盘车架结构扭转刚度仿真精度方法及装置,keywords,根据所述左前支撑点和右后支撑点的反力以及车架扭转角得到车架扭转刚度
一种汽车鹅颈式行李箱铰链的装配机,keywords,第二衬套装配机构
一种汽车鹅颈式行李箱铰链的装配机,keywords,本发明公开了一种汽车鹅颈式行李箱铰链的装配机
一种汽车鹅颈式行李箱铰链的装配机,keywords,沿送料方向依次布置的第一衬套装配机构
一种汽车车轮重量检测方法及系统,keywords,步骤s5
一种汽车车轮重量检测方法及系统,keywords,汽车造型
一种汽车车轮重量检测方法及系统,keywords,整备质量
一种汽车风道检测装置,keywords,本申请中抵接柱
一种汽车风道检测装置,keywords,本申请涉及一种汽车风道检测装置
一种汽车风道检测装置,keywords,提高对风道本体在空调箱上的连接稳定性
离线冲压自动化调试装置及系统,keywords,机械手与升降机构通过同步运行进行联动
离线冲压自动化调试装置及系统,keywords,用于模拟冲压生产线相邻的两工序
离线冲压自动化调试装置及系统,keywords,本发明公开了一种离线冲压自动化调试装置及系统
一种冷却液壶焊接装置,keywords,焊接机构
一种冷却液壶焊接装置,keywords,本申请涉及一种冷却液壶焊接装置
一种冷却液壶焊接装置,keywords,用于使上壶体自动上料
一种车辆启动方法、装置、设备及介质,keywords,有利于实现车内美观造型
一种车辆启动方法、装置、设备及介质,keywords,控制数字钥匙启动单元停止工作
一种车辆启动方法、装置、设备及介质,keywords,生成认证结果
模块化安装的电控可変阻式减震器,keywords,本发明公开了模块化安装的电控可変阻式减震器
模块化安装的电控可変阻式减震器,keywords,进而相应的增加减震器的阻力
模块化安装的电控可変阻式减震器,keywords,进而避免了减震器的内部零件损坏
车载智能语音唤醒装置、方法及系统,keywords,方法及系统
车载智能语音唤醒装置、方法及系统,keywords,用于获取在各车载座位方位所采集到的语音数据
车载智能语音唤醒装置、方法及系统,keywords,车载智能语音唤醒装置包括
一种管件组件及其保证管件管口位置度的加工设备,keywords,本申请涉及管件组件一次成型领域
一种管件组件及其保证管件管口位置度的加工设备,keywords,更具体地涉及一种管件组件及其保证管件管口位置度的加工设备
一种管件组件及其保证管件管口位置度的加工设备,keywords,本发明能通过有效地利用其自身的结构配置实现加工效率高
一种车辆起步控制方法、装置、设备及存储介质,keywords,进而提升驾乘的体验感
一种车辆起步控制方法、装置、设备及存储介质,keywords,本发明公开了一种车辆起步控制方法
一种车辆起步控制方法、装置、设备及存储介质,keywords,根据目标启动参数信息
自装卸式垃圾车,keywords,操作更简单效率高
自装卸式垃圾车,keywords,本发明涉及环卫设备技术领域
自装卸式垃圾车,keywords,阻尼器
一种控制方法、装置、设备及存储介质,keywords,档位以及路况信息
一种控制方法、装置、设备及存储介质,keywords,既解决了由于被动控制
一种控制方法、装置、设备及存储介质,keywords,控制精度也很难保证的问题
一种低功耗高扭矩汽车电磁阀结构及其实施方法,keywords,本发明公开了一种低功耗高扭矩汽车电磁阀结构及其实施方法
一种低功耗高扭矩汽车电磁阀结构及其实施方法,keywords,这个过程中可以降低冷却液对缓冲座的冲击阻力
一种低功耗高扭矩汽车电磁阀结构及其实施方法,keywords,输出阀口和阀座
一种轮毂电机及车辆,keywords,转子
一种轮毂电机及车辆,keywords,转子内的永磁体与定子的轴端相对地设置
一种轮毂电机及车辆,keywords,电机壳体
一种防错型铆压装置用铆压头,keywords,电流传感器和控制器
一种防错型铆压装置用铆压头,keywords,本发明涉及铆压设备组件技术领域
一种防错型铆压装置用铆压头,keywords,软铁芯
电动车辆低温充电补偿时间确定方法、系统、设备及介质,keywords,根据第一充电时间和第二充电时间
电动车辆低温充电补偿时间确定方法、系统、设备及介质,keywords,根据电流交叉点
电动车辆低温充电补偿时间确定方法、系统、设备及介质,keywords,本发明解决了无法对低温条件下整车级动力电池的充电时间进行估算的技术问题
一种稳定性高的预应力锚具加工用铰孔装置,keywords,每组所述伸缩式铰刀组件的铰孔尺寸不同
一种稳定性高的预应力锚具加工用铰孔装置,keywords,本发明通过设置有转盘
一种稳定性高的预应力锚具加工用铰孔装置,keywords,本发明公开了一种稳定性高的预应力锚具加工用铰孔装置
混合动力汽车串并联驱动模式切换的控制方法及控制装置,keywords,生成控制策略集
混合动力汽车串并联驱动模式切换的控制方法及控制装置,keywords,混合动力汽车的可用驱动功率
混合动力汽车串并联驱动模式切换的控制方法及控制装置,keywords,控制策略集用于控制混合动力汽车是否由串联驱动模式切换至并联驱动模式
一种用于预应力锚具生产的表面处理装置,keywords,本发明公开了一种用于预应力锚具生产的表面处理装置
一种用于预应力锚具生产的表面处理装置,keywords,本发明通过设置磁吸座与摩擦夹杆
一种用于预应力锚具生产的表面处理装置,keywords,流水输送部的底部传动连接有多组工件固定部
车辆中信号的处理方法、系统、装置和车辆,keywords,控制目标充电通信协议模块将充电桩信号传输至电池中
车辆中信号的处理方法、系统、装置和车辆,keywords,本发明公开了一种车辆中信号的处理方法
车辆中信号的处理方法、系统、装置和车辆,keywords,确定与充电桩信号匹配的目标充电通信协议模块
基于二次分型和双环型精定位的IMD内开饰板加工工艺,keywords,注塑件在imd工艺下避免了一次分型线的内饰板注塑件在模内转印时不能做翻边和折边的模内转印具有局限性的问题
