entity_1,relation,entity_2
一种光热、pH响应的自修复防腐涂层及其制备方法和应用,keywords,rgo
一种巷道液压支架的圆形运移轨道装置,keywords,驱动环和胀裂环
基于双因素的生产作业风险综合定量评估方法与系统,keywords,根据危险源
基于双因素的生产作业风险综合定量评估方法与系统,keywords,该方法包括
规避牺牲阳极的装置和水下机器人及方法,keywords,水下机器人
规避牺牲阳极的装置和水下机器人及方法,keywords,驱动环和胀裂环
一种油气田生产过程排放气的回收利用系统,keywords,排放气汇合单元
多柱状浮体结构内水下机器人的导航方法和装置,keywords,根据本申请的方案
多柱状浮体结构内水下机器人的导航方法和装置,keywords,该方法包括
多柱状浮体结构内水下机器人的导航方法和装置,keywords,驱动环和胀裂环
一种地层层位的确定方法、装置、设备及介质,keywords,设备及介质
一种地层层位的确定方法、装置、设备及介质,keywords,装置
一种地层层位的确定方法、装置、设备及介质,keywords,该方法包括
一种海上高含CO<Sub>2</Sub>天然气回注系统,keywords,sub
一种海上高含CO<Sub>2</Sub>天然气回注系统,keywords,排放
一种海上高含CO<Sub>2</Sub>天然气回注系统,keywords,气体进行脱水处理
一种缓蚀剂及其制备方法和应用,keywords,078mm
一种缓蚀剂及其制备方法和应用,keywords,覆盖钢铁表面
一种缓蚀剂及其制备方法和应用,keywords,棕榈酸基咪唑啉20
一种缓蚀剂及其制备方法和应用,keywords,50份
一种岗前健康快速筛查系统及方法,keywords,根据检测数据
一种岗前健康快速筛查系统及方法,keywords,检测对应的检测数据
一种岗前健康快速筛查系统及方法,keywords,显示检测结果
一种岗前健康快速筛查系统及方法,keywords,根据待测指标
一种催化油浆脱固脱沥青与溶剂回收的方法及其装置系统,keywords,70
一种催化油浆脱固脱沥青与溶剂回收的方法及其装置系统,keywords,进行沉降分离
一种催化油浆脱固脱沥青与溶剂回收的方法及其装置系统,keywords,沥青质基本全部脱除
一种催化油浆脱固脱沥青与溶剂回收的方法及其装置系统,keywords,40
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,搅拌均匀后制得
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,搅拌均匀
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,s3
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,s4
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,s1
一种高效复合苯乙烯阻聚剂及其制备方法、应用,keywords,s2
一种基于全CHI角扩展弹性阻抗的“暗点型岩性圈闭识别方法,keywords,暗点型
一种基于全CHI角扩展弹性阻抗的“暗点型岩性圈闭识别方法,keywords,岩性圈闭
一种催化裂化或催化裂解过程中的分馏装置、方法及用途,keywords,进料单元
一种催化裂化或催化裂解过程中的分馏装置、方法及用途,keywords,方法及用途
一种地下水封洞库进油立管负压缓释方法及装置,keywords,该方法包括以下步骤
一种地下水封洞库进油立管负压缓释方法及装置,keywords,安全性高
一种地下水封洞库进油立管负压缓释方法及装置,keywords,s2
一种地下水封洞库进油立管负压缓释方法及装置,keywords,s1
一种热采油田放喷气安全排放和伴生气利用的生产系统及方法,keywords,放喷气助燃排放单元
一种热采油田放喷气安全排放和伴生气利用的生产系统及方法,keywords,sub
一种热采油田放喷气安全排放和伴生气利用的生产系统及方法,keywords,放喷生产单元
一种热采油田放喷气安全排放和伴生气利用的生产系统及方法,keywords,提高伴生气热值
一种在役立管不停产更换方法,keywords,选择确定机械抱卡
一种在役立管不停产更换方法,keywords,本方法停产时间短
一种在役立管不停产更换方法,keywords,包括有以下步骤
一种在役立管不停产更换方法,keywords,驱动环和胀裂环
基于井下光谱测量的流体类型识别方法、装置及取样仪,keywords,气组成奠定坚实基础
基于井下光谱测量的流体类型识别方法、装置及取样仪,keywords,气光谱的影响
基于井下光谱测量的流体类型识别方法、装置及取样仪,keywords,更精确地分析油
基于井下光谱测量的流体类型识别方法、装置及取样仪,keywords,装置及取样仪
基于井下光谱测量的流体类型识别方法、装置及取样仪,keywords,本发明提供的方案
基于井下光谱测量的流体类型识别方法、装置及取样仪,keywords,该方法包括
一种基于地震多属性深度融合的波阻抗反演低频模型构建方法,keywords,提高低频模型的精度
一种基于地震多属性深度融合的波阻抗反演低频模型构建方法,keywords,提取伪井曲线
水下高完整性压力保护系统的功能检测和恢复装置及方法,keywords,测试
水下高完整性压力保护系统的功能检测和恢复装置及方法,keywords,驱动环和胀裂环
一种可投捞式井下小直径大排量水力脉冲增压装置,keywords,本发明满足小直径
一种可投捞式井下小直径大排量水力脉冲增压装置,keywords,驱动环和胀裂环
一种张脚式巷道防冲液压支架及其防冲方法,keywords,改变支架的张脚
一种张脚式巷道防冲液压支架及其防冲方法,keywords,支护强度也随之增加
一种张脚式巷道防冲液压支架及其防冲方法,keywords,包括
水下采油树油管挂备用锁紧装置安装工具,keywords,实用性高
水下采油树油管挂备用锁紧装置安装工具,keywords,驱动环和胀裂环
一种三角形张力腿浮式风电基础平台,keywords,具有自浮稳性
一种三角形张力腿浮式风电基础平台,keywords,实现了结构简化
一种由甲醇制环氧化物的集成工艺方法,keywords,本发明方法包括
一种由甲醇制环氧化物的集成工艺方法,keywords,驱动环和胀裂环
一种应用于无人平台的电液中枢控制系统,keywords,机具液压站单元
一种应用于无人平台的电液中枢控制系统,keywords,钻机液压站单元
一种应用于无人平台的电液中枢控制系统,keywords,本发明的有益效果是
一种应用于无人平台的电液中枢控制系统,keywords,包括
一种用于海底CO<Sub>2</Sub>固化封存的水合物快速生成装置,keywords,sub
一种用于海底CO<Sub>2</Sub>固化封存的水合物快速生成装置,keywords,co
一种用于海底CO<Sub>2</Sub>固化封存的水合物快速生成装置,keywords,输送装置相连
一种深水少井区岩性油气藏SAC流体界面的预测方法,keywords,根据步骤
一种智能化煤矿办公网络安全管理方法及系统,keywords,根据网络使用权限
用于俯斜长壁开采工作面采空区涌水的滤泥控水方法,keywords,驱动环和胀裂环
一种井架油缸举升式起升装置及门型井架,keywords,挂轴以及提升卡板
一种用于煤矿开采机电设备的检测装置,keywords,驱动环和胀裂环
一种用于地下井工矿的定位方法及系统,keywords,驱动环和胀裂环
岩性圈闭边界的确定方法、装置、电子设备及存储介质,keywords,电子设备及存储介质
岩性圈闭边界的确定方法、装置、电子设备及存储介质,keywords,装置
岩性圈闭边界的确定方法、装置、电子设备及存储介质,keywords,该方法包括
一种提高含泥岩地层钻井速度的方法,keywords,泵送1批次泥浆
一种提高含泥岩地层钻井速度的方法,keywords,提高机械钻速
一种提高含泥岩地层钻井速度的方法,keywords,每接2
钻井井场噪声低成本控制方法、装置、介质和设备,keywords,装置
钻井井场噪声低成本控制方法、装置、介质和设备,keywords,驱动环和胀裂环
一种海上平台高压二氧化碳体系泄放的干冰控制系统和方法,keywords,sub
一种海上平台高压二氧化碳体系泄放的干冰控制系统和方法,keywords,co
一种海上平台高压二氧化碳体系泄放的干冰控制系统和方法,keywords,海上平台高压co
一种海上平台高压二氧化碳体系泄放的干冰控制系统和方法,keywords,泄放管汇
一种海上平台高压二氧化碳体系泄放的干冰控制系统和方法,keywords,本发明系统主要包括
一种海上平台高压二氧化碳体系泄放的干冰控制系统和方法,keywords,最后通过连接于co
一种水下采油树顶部的电潜泵生产测试立管系统,keywords,水中套管和内层油管
一种水下采油树顶部的电潜泵生产测试立管系统,keywords,驱动环和胀裂环
一种羰基合成催化剂及其制备方法与应用,keywords,适用于在水
一种高芳烃的芳香基橡胶增塑剂及其制备方法,keywords,33322
一种高芳烃的芳香基橡胶增塑剂及其制备方法,keywords,拓展原料来源
一种高芳烃的芳香基橡胶增塑剂及其制备方法,keywords,可制备满足gb
海上油田河流相复合砂体储层质量分类标准的建立方法,keywords,包括如下步骤
一种深层煤层气井防气锁排采管柱的设计方法,keywords,提供多级抽油杆
一种深层煤层气井防气锁排采管柱的设计方法,keywords,装配排采管柱
一种深层煤层气井防气锁排采管柱的设计方法,keywords,杆式泵
一种深层煤层气井防气锁排采管柱的设计方法,keywords,排采效率高
一种深层煤层气井防气锁排采管柱的设计方法,keywords,本发明防气锁效果好
地下水封洞库的水幕钻孔布设方法,keywords,该方法包括
地下水封洞库的水幕钻孔布设方法,keywords,驱动环和胀裂环
用于泵盖的夹紧装置,keywords,操作十分繁琐
用于泵盖的夹紧装置,keywords,提升了工作效率
深水鸡蛋壳地层的无人井口平台上部组块布局的设计方法,keywords,包括
深水鸡蛋壳地层的无人井口平台上部组块布局的设计方法,keywords,驱动环和胀裂环
一种井下安全阀,keywords,提高效率的特点
一种井下安全阀,keywords,具有结构简单
一种井下安全阀,keywords,驱动环和胀裂环
低阻油藏的产能确定方法、装置及电子设备,keywords,装置及电子设备
低阻油藏的产能确定方法、装置及电子设备,keywords,该方法包括
一种油管悬挂器测试方法,keywords,提高测试效率
一种油管悬挂器测试方法,keywords,整个过程系统性强
一种含天然裂缝地层裂缝多尺度支撑剂的选择方法,keywords,一级分支缝
一种含天然裂缝地层裂缝多尺度支撑剂的选择方法,keywords,根据主裂缝
一种含天然裂缝地层裂缝多尺度支撑剂的选择方法,keywords,驱动环和胀裂环
针对封航预警的船舶调度方法、装置及电子设备,keywords,根据所述第一目的地
针对封航预警的船舶调度方法、装置及电子设备,keywords,提高封航前装船量
针对封航预警的船舶调度方法、装置及电子设备,keywords,根据海运封航时间
针对封航预警的船舶调度方法、装置及电子设备,keywords,装置及电子设备
自消浪内孤立波观测浮标,keywords,驱动环和胀裂环
一种用于海上无人平台的远程预热系统及其使用方法,keywords,其特征在于
一种水下井口分布式完修井控制系统,keywords,远传
一种水下井口分布式完修井控制系统,keywords,记录
一种水下井口分布式完修井控制系统,keywords,正压气源的供给问题
一种定量评价泥浆气测脱气器脱气效率的方法及装置,keywords,sub
一种定量评价泥浆气测脱气器脱气效率的方法及装置,keywords,泥浆
一种定量评价泥浆气测脱气器脱气效率的方法及装置,keywords,检测实验桶的气密性
一种定量评价泥浆气测脱气器脱气效率的方法及装置,keywords,注气
一种定量评价泥浆气测脱气器脱气效率的方法及装置,keywords,更具体地
一种超前液压支架,keywords,包括
一种超前液压支架,keywords,驱动环和胀裂环
一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法,keywords,本发明通用性好
一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法,keywords,s5
一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法,keywords,包括以下步骤
一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法,keywords,s4
一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法,keywords,s3
一种新型基于水下无线光通信的水下机器人中继通信装置及其对准方法,keywords,s1
一种压裂装置、打捞工具和关闭工具,keywords,驱动环和胀裂环
一种水相分散氢氧化铝粉体及其制备系统、制备方法、应用,keywords,水热
一种水相分散氢氧化铝粉体及其制备系统、制备方法、应用,keywords,水热装置
能源供应链仿真推演方法、装置及电子设备,keywords,装置及电子设备
能源供应链仿真推演方法、装置及电子设备,keywords,所述方法包括
一种放顶煤工作面端头煤岩悬顶的安全环保处理方法,keywords,本发明代替炸药爆炸
一种放顶煤工作面端头煤岩悬顶的安全环保处理方法,keywords,无需大范围警戒
一种放顶煤工作面端头煤岩悬顶的安全环保处理方法,keywords,安全性高
一种放顶煤工作面端头煤岩悬顶的安全环保处理方法,keywords,驱动环和胀裂环
一种模拟注聚井堵塞后近井地带聚合物溶液性能的方法,keywords,浓度和特性粘数
一种模拟注聚井堵塞后近井地带聚合物溶液性能的方法,keywords,s2
一种模拟注聚井堵塞后近井地带聚合物溶液性能的方法,keywords,s1
用于井口预接的工具心轴防偏置工具,keywords,包括
用于井口预接的工具心轴防偏置工具,keywords,驱动环和胀裂环
海域天然气水合物分布形态诊断方法、系统、设备及介质,keywords,电阻率交会图
海域天然气水合物分布形态诊断方法、系统、设备及介质,keywords,根据水合物饱和度
海域天然气水合物分布形态诊断方法、系统、设备及介质,keywords,系统
海域天然气水合物分布形态诊断方法、系统、设备及介质,keywords,设备及介质
一种膨胀桥塞主动抓取式回收装置,keywords,还包括回复元件
一种膨胀桥塞主动抓取式回收装置,keywords,还包括液压驱动件
一种膨胀桥塞主动抓取式回收装置,keywords,驱动环和胀裂环
一种匹配靶区物性和含油气性的大型人造岩心制作方法,keywords,更具体地
一种匹配靶区物性和含油气性的大型人造岩心制作方法,keywords,s5
一种匹配靶区物性和含油气性的大型人造岩心制作方法,keywords,包括以下步骤
一种匹配靶区物性和含油气性的大型人造岩心制作方法,keywords,s4
煤矿安全风险管控的平台、方法、电子设备及存储介质,keywords,方法
煤矿安全风险管控的平台、方法、电子设备及存储介质,keywords,数据化监控模块
煤矿安全风险管控的平台、方法、电子设备及存储介质,keywords,电子设备及存储介质
煤矿安全风险管控的平台、方法、电子设备及存储介质,keywords,驱动环和胀裂环
原料油直接制化学品的方法,keywords,dpc
原料油直接制化学品的方法,keywords,本发明提供的方法
原料油直接制化学品的方法,keywords,作为所述回炼油
原料油直接制化学品的方法,keywords,得到第二反应产物
原料油直接制化学品的方法,keywords,将原料油与dpc
原料油直接制化学品的方法,keywords,对原料的适应性强
原料油直接制化学品的方法,keywords,得到化学品
原料油直接制化学品的方法,keywords,得到含有待生dpc
原料油直接制化学品的方法,keywords,回炼油与dpc
铁路机车工作计划编制方法、系统、设备及可读存储介质,keywords,设备及可读存储介质
铁路机车工作计划编制方法、系统、设备及可读存储介质,keywords,系统
一种导向梁运移式巷道防冲液压支架及其使用方法,keywords,驱动环和胀裂环
随钻近钻头环井周位置信息测量方法及相关装置,keywords,驱动环和胀裂环
一种多维度岩石薄片数字化自动采集系统及采集方法,keywords,数据库
一种多维度岩石薄片数字化自动采集系统及采集方法,keywords,支持正交偏光
一种多维度岩石薄片数字化自动采集系统及采集方法,keywords,包括
一种多边形张力腿浮式风电平台基础,keywords,具有自浮稳性
一种多边形张力腿浮式风电平台基础,keywords,实现了结构简化
介电测井探头及补偿方法、装置、设备、存储介质,keywords,设备
介电测井探头及补偿方法、装置、设备、存储介质,keywords,装置
介电测井探头及补偿方法、装置、设备、存储介质,keywords,驱动环和胀裂环
供应链视角下煤炭调运路线优化方法及系统,keywords,所述方法包括
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,适宜工业生产
一种曼尼希碱脱胺制备亚甲基醌类化合物的方法,keywords,驱动环和胀裂环
一种半潜式风机基础,keywords,支撑立柱
一种半潜式风机基础,keywords,包括
流固边界耦合介质弹性波正演横波奇异性处理方法及装置,keywords,本技术方案
流固边界耦合介质弹性波正演横波奇异性处理方法及装置,keywords,该方法包括
一种能够测量地形起伏的独轮式地质素描仪及方法,keywords,驱动环和胀裂环
一种地质成像雷达MIMO天线阵列控制方法及设备,keywords,驱动环和胀裂环
一种二茂铁胺基二齿膦配体化合物及其制备方法和应用,keywords,sup
一种二茂铁胺基二齿膦配体化合物及其制备方法和应用,keywords,叔丁基
一种二茂铁胺基二齿膦配体化合物及其制备方法和应用,keywords,选自异丙基
一种二茂铁胺基二齿膦配体化合物及其制备方法和应用,keywords,选择性高的优点
一种二茂铁胺基二齿膦配体化合物及其制备方法和应用,keywords,正丁基
一种脲基分散剂及其制备方法与应用,keywords,8份
一种脲基分散剂及其制备方法与应用,keywords,橡胶
一种脲基分散剂及其制备方法与应用,keywords,正癸胺11
一种脲基分散剂及其制备方法与应用,keywords,无机颜料和填料
一种脲基分散剂及其制备方法与应用,keywords,50份
海上油气田高含CO<Sub>2</Sub>原油井筒流动温度分布分析方法,keywords,sub
海上油气田高含CO<Sub>2</Sub>原油井筒流动温度分布分析方法,keywords,相态图
海上油气田高含CO<Sub>2</Sub>原油井筒流动温度分布分析方法,keywords,环空
海上油气田高含CO<Sub>2</Sub>原油井筒流动温度分布分析方法,keywords,流动相态
海上油气田高含CO<Sub>2</Sub>原油井筒流动温度分布分析方法,keywords,进而得到高含co
海上油气田高含CO<Sub>2</Sub>原油井筒流动温度分布分析方法,keywords,更新co
一种天然气水合物开采实验模型参数的设计方法及系统,keywords,包括以下步骤
伸缩短节及同位取样取心装置,keywords,驱动环和胀裂环
基于多目标决策的海上循环冷却水系统参数优化方法,keywords,sub
基于多目标决策的海上循环冷却水系统参数优化方法,keywords,包括
一种深水分段导管架及其海上卧式连接方法,keywords,包括
一种双重响应的防腐填料及其制备方法和应用,keywords,rgo
一种双重响应的防腐填料及其制备方法和应用,keywords,sub
一种双重响应的防腐填料及其制备方法和应用,keywords,进行接枝反应
一种双重响应的防腐填料及其制备方法和应用,keywords,sio
一种低分子量聚丙烯酸的微反应合成方法,keywords,提高了聚合效率
一种低分子量聚丙烯酸的微反应合成方法,keywords,该方法包括
一种硫化型体相加氢催化剂的制备方法,keywords,然后在氮气保护下
一种硫化型体相加氢催化剂的制备方法,keywords,然后超声分散
一种硫化型体相加氢催化剂的制备方法,keywords,本发明方法高效简便
一种硫化型体相加氢催化剂的制备方法,keywords,或钴盐
一种硫化型体相加氢催化剂的制备方法,keywords,活性金属分散均匀
一种用于套管悬挂器的压力试验装置,keywords,支座具有安装腔
地下洞室施工安全预警方法、装置及系统,keywords,时效性更强
地下洞室施工安全预警方法、装置及系统,keywords,装置及系统
地下洞室施工安全预警方法、装置及系统,keywords,包括
一种低压气井修井方法,keywords,具体包括
一种低压气井修井方法,keywords,驱动环和胀裂环
水下采油树轻型安装回收工具,keywords,通用性更好
水下采油树轻型安装回收工具,keywords,本发明具有的优点是
水下采油树轻型安装回收工具,keywords,包括本体
水下采油树轻型安装回收工具,keywords,其特征在于
一种基于图像融合的三维孔隙类型表征方法,keywords,本发明有益效果
一种基于图像融合的三维孔隙类型表征方法,keywords,无机孔
一种基于图像融合的三维孔隙类型表征方法,keywords,包括以下步骤
一种梳型丙烯酸嵌段共聚物及其制备方法,keywords,断裂自由基聚合
一种梳型丙烯酸嵌段共聚物及其制备方法,keywords,驱动环和胀裂环
中国海洋石油集团有限公司,applied_for,采油树帽送入工具
中国海洋石油集团有限公司,applied_for,泵阀胶皮拆装工具
中国海洋石油集团有限公司,applied_for,一种半潜式风机基础
中国海洋石油集团有限公司,applied_for,一种硫磺回收系统
中国海洋石油集团有限公司,applied_for,一种冷却装置
中国海洋石油集团有限公司,applied_for,用于泵盖的夹紧装置
中国海洋石油集团有限公司,applied_for,一种井下安全阀
一种煤矿作业人员的风险评估方法及系统,keywords,进行风险评估
用于冲击地压矿井的机械扩孔钻头,keywords,驱动环和胀裂环
一种水下采油树生产系统液压清洗装置及清洗方法,keywords,通过上位机控制系统
一种水下采油树生产系统液压清洗装置及清洗方法,keywords,提高了清洗效率
一种多相反应强化装置及多相反应方法,keywords,驱动环和胀裂环
一种增压压缩机闭式实验系统及其全工况控制方法,keywords,排气冷却器
一种随钻方位电阻率伽马一体化测井仪,keywords,其包括
一种数据采集方法、装置、电子设备及存储介质,keywords,电子设备及存储介质
一种数据采集方法、装置、电子设备及存储介质,keywords,装置
一种数据采集方法、装置、电子设备及存储介质,keywords,该方法包括
一种海洋天然气水合物固态流化的开采模拟实验系统,keywords,气体注入单元
一种由费托馏分油制环氧丙烷的组合工艺方法,keywords,驱动环和胀裂环
一种冲击地压巷道液压支架的防冲效能评价方法,keywords,支架互馈平衡曲线
一种冲击地压巷道液压支架的防冲效能评价方法,keywords,根据巷道的系统方程
一种冲击地压巷道液压支架的防冲效能评价方法,keywords,所述方法包括
煤层群首采层定点扩孔增透与封孔预抽方法,keywords,观测
煤层群首采层定点扩孔增透与封孔预抽方法,keywords,包括
取样筒短节和取样方法,keywords,提高取样的纯度
能源供应链实时调度智能决策业务仿真系统及方法,keywords,数据层
能源供应链实时调度智能决策业务仿真系统及方法,keywords,时间管理
能源供应链实时调度智能决策业务仿真系统及方法,keywords,数据采集的支撑功能
能源供应链实时调度智能决策业务仿真系统及方法,keywords,模型层
能源供应链实时调度智能决策业务仿真系统及方法,keywords,包括
一种硫化型加氢催化剂的制备方法,keywords,然后在氮气保护下
一种硫化型加氢催化剂的制备方法,keywords,然后超声分散
一种硫化型加氢催化剂的制备方法,keywords,拟薄水铝石滤饼
一种硫化型加氢催化剂的制备方法,keywords,本发明方法高效简便
一种硫化型加氢催化剂的制备方法,keywords,活性金属分散均匀
一种液压支架减重方法,keywords,掩护梁腹板
一种液压支架减重方法,keywords,驱动环和胀裂环
一种压驱压裂工艺管柱,keywords,本发明的有益效果是
一种压驱压裂工艺管柱,keywords,包括
一种特定径路生成方法、系统、设备及计算机存储介质,keywords,根据数字化集合
一种特定径路生成方法、系统、设备及计算机存储介质,keywords,根据分类的结果
一种特定径路生成方法、系统、设备及计算机存储介质,keywords,根据特定径路请求
一种特定径路生成方法、系统、设备及计算机存储介质,keywords,系统
一种特定径路生成方法、系统、设备及计算机存储介质,keywords,所述方法包括
一种芳香基橡胶增塑剂及其制备方法,keywords,sub
旋转变压器的故障检测方法及装置,keywords,驱动环和胀裂环
华能煤业有限公司,applied_for,一种超前液压支架
一种风浪流全耦合模拟实验系统,keywords,浪流耦合
一种风浪流全耦合模拟实验系统,keywords,驱动环和胀裂环
一种煤焦油加氢处理生产柴油的方法,keywords,适合大规模推广应用
一种煤焦油加氢处理生产柴油的方法,keywords,进行加氢处理反应
一种煤焦油加氢处理生产柴油的方法,keywords,驱动环和胀裂环
一种用于海上石油平台生活楼的节能空调系统,keywords,驱动环和胀裂环
一种海上水驱多层砂岩油藏小层注采平衡判断方法及装置,keywords,包括如下步骤
差异化网络性能保障的方法、装置、存储介质及处理器,keywords,通过上述技术方案
差异化网络性能保障的方法、装置、存储介质及处理器,keywords,方法包括
差异化网络性能保障的方法、装置、存储介质及处理器,keywords,装置
多期邻近洞库的水封安全性评价方法,keywords,驱动环和胀裂环
一种钢丝动力电缆投捞机组系统及作业方法,keywords,水力锚
一种钢丝动力电缆投捞机组系统及作业方法,keywords,本发明无需起下油管
一种钢丝动力电缆投捞机组系统及作业方法,keywords,提升法兰与防喷器组
一种钢丝动力电缆投捞机组系统及作业方法,keywords,无修井机作业
一种基于电磁感应的管道水合物解堵装置,keywords,其包括
一种储层改造液及其制备和应用,keywords,0份
一种储层改造液及其制备和应用,keywords,水100份
一种储层改造液及其制备和应用,keywords,20
一种储层改造液及其制备和应用,keywords,30
石墨烯导热胶及其制备方法和应用,keywords,驱动环和胀裂环
一种替代13-3/8套管挂安装位置功能的装置,keywords,流道槽
一种替代13-3/8套管挂安装位置功能的装置,keywords,泄压孔
一种替代13-3/8套管挂安装位置功能的装置,keywords,本体设有中空腔
一种替代13-3/8套管挂安装位置功能的装置,keywords,包括本体
一种抗台风圆筒型FPSO的总体设计方法,keywords,通过一体化设计方法
一种抗台风圆筒型FPSO的总体设计方法,keywords,方法包括
一种抗台风圆筒型FPSO的总体设计方法,keywords,驱动环和胀裂环
一种加氢精制催化剂及其制备方法和用途,keywords,将步骤
一种加氢精制催化剂及其制备方法和用途,keywords,驱动环和胀裂环
弹性波恩一级散射波动方程高阶有限差分方法及装置,keywords,时间二阶差分格式
弹性波恩一级散射波动方程高阶有限差分方法及装置,keywords,本技术方案
一种用于筒型船体的锯齿形阻尼装置,keywords,驱动环和胀裂环
一种高黏度高C<Sub>A</Sub>值芳香基橡胶增塑剂及其制备方法,keywords,sub
一种走滑断层识别方法及系统,keywords,构造图等资料
一种走滑断层识别方法及系统,keywords,驱动环和胀裂环
地层流体取样参数的处理方法、装置及计算设备,keywords,通过上述方式
地层流体取样参数的处理方法、装置及计算设备,keywords,装置及计算设备
地层流体取样参数的处理方法、装置及计算设备,keywords,该方法包括
地层流体取样参数的处理方法、装置及计算设备,keywords,驱动环和胀裂环
"一种用于制备2,2'-联苯二酚的催化剂及其制备方法和用途",keywords,无机酸
"一种用于制备2,2'-联苯二酚的催化剂及其制备方法和用途",keywords,设备要求低
"一种用于制备2,2'-联苯二酚的催化剂及其制备方法和用途",keywords,收率高
"一种用于制备2,2'-联苯二酚的催化剂及其制备方法和用途",keywords,有机硅烷和氧化剂
一种缓冲吸能型的液压支架底座,keywords,适应性强
